"postnummer","week","barn: 0","barn: 1","barn: 2","barn: 3","Inkomstkälla: Förvärvsarbete","Inkomstkälla: Studerande","Inkomstkälla: Vård av barn/anhörig","Inkomstkälla: Sjuk","Inkomstkälla: Arbetslös","Inkomstkälla: Förtidspension","Inkomstkälla: Ekonomiskt bistånd","Inkomstkälla: Arbetsmarknadspol åtgärd","Inkomstkälla: Ålderspensionär","Inkomstkälla: Saknar inkomst","Medelålder","Befolkning 0-17 år","Befolkning 18+ år","Befolkning Totalt","Befolkning 0-17 år %","Befolkning 18+ år %","Inkomst Kvartil 1","Inkomst Kvartil 2","Inkomst Kvartil 3","Inkomst Kvartil 4","Inkomst: Median","Genomsnittlig boarea per person"
"75269","33","0.5735735736","0.1561561562","0.1651651652","0.1051051051","0.6666666667","0.04356060606","0.06818181818","0.01136363636","0","0.02083333333","0.1439393939","0.01136363636","0","0.03409090909","27","293","562","855","0.3426900585","0.6573099415","0.3001808318","0.2893309222","0.2893309222","0.1211573237","212594","24.6"
"75271","33","0.9848942598","0.01510574018","0","0","0.4039900249","0.5261845387","0.007481296758","0","0","0","0","0","0.007481296758","0.05486284289","25.7","3","417","420","0.007142857143","0.9928571429","0.565","0.3475","0.075","0.0125","149487","24.6"
"75272","33","0.9037656904","0.05230125523","0.02928870293","0.01464435146","0.5192771084","0.3457831325","0.01084337349","0.003614457831","0.009638554217","0.01204819277","0.01204819277","0.003614457831","0.007228915663","0.07590361446","33.3","78","894","972","0.08024691358","0.9197530864","0.5032327586","0.2586206897","0.1454741379","0.09267241379","154552","34.6"
"75273","33","0.9049429658","0.04752851711","0.03422053232","0.01330798479","0.5090206186","0.3724226804","0.007731958763","0.005154639175","0.003865979381","0.007731958763","0.01159793814","0.003865979381","0","0.07860824742","35","82","937","1019","0.08047105005","0.91952895","0.4732334047","0.2901498929","0.1466809422","0.08993576017","160557","34.3"
"75308","33","0.7645788337","0.1274298056","0.08423326134","0.02375809935","0.8212560386","0.04508856683","0.03542673108","0.006441223833","0.004830917874","0.008051529791","0.03381642512","0.004830917874","0.006441223833","0.03381642512","38.5","174","789","963","0.1806853583","0.8193146417","0.161038961","0.1948051948","0.2675324675","0.3766233766","289242","37.4"
"75309","33","0.9430693069","0.02475247525","0.02475247525","0.007425742574","0.5342789598","0.3687943262","0","0","0","0","0.007092198582","0","0.01891252955","0.07092198582","39.9","33","550","583","0.05660377358","0.9433962264","0.389298893","0.221402214","0.1254612546","0.2638376384","178148","35.8"
"75310","33","0.8413793103","0.08275862069","0.04827586207","0.0275862069","0.8141891892","0.08445945946","0.01013513514","0","0","0.01013513514","0.01013513514","0","0.02027027027","0.05067567568","47.4","76","486","562","0.1352313167","0.8647686833","0.1774891775","0.1991341991","0.1926406926","0.4307359307","299162","52.3"
"75311","33","0.922005571","0.05571030641","0.02228412256","0","0.5869017632","0.3274559194","0","0.01511335013","0","0.007556675063","0.007556675063","0.007556675063","0.01007556675","0.03778337531","40.3","43","524","567","0.0758377425","0.9241622575","0.3803088803","0.2355212355","0.1370656371","0.2471042471","182188","42.3"
"75312","33","0.9096045198","0.04519774011","0.03531073446","0.00988700565","0.6454545455","0.2545454545","0.006493506494","0.007792207792","0.006493506494","0.007792207792","0.007792207792","0","0.009090909091","0.05454545455","40.8","105","1051","1156","0.09083044983","0.9091695502","0.3270564916","0.2259663033","0.1526263627","0.2943508424","210354","38.8"
"75313","33","0.9262589928","0.03956834532","0.02697841727","0.007194244604","0.7337398374","0.1707317073","0.006097560976","0.01219512195","0","0.01219512195","0","0.008130081301","0.01829268293","0.03861788618","49.5","64","844","908","0.0704845815","0.9295154185","0.2386780906","0.241126071","0.1872705018","0.3329253366","250877","50.9"
"75314","33","0.9546979866","0.02684563758","0.01342281879","0.005033557047","0.539184953","0.3354231975","0","0.01097178683","0","0.01253918495","0.004702194357","0.004702194357","0.006269592476","0.08620689655","36.4","42","800","842","0.04988123515","0.9501187648","0.4397905759","0.2905759162","0.1465968586","0.1230366492","167217","32"
"75315","33","0.9424860853","0.03710575139","0.02040816327","0","0.6777546778","0.1995841996","0.006237006237","0.01247401247","0.01455301455","0.02286902287","0.006237006237","0.008316008316","0.01247401247","0.0395010395","48.6","48","779","827","0.05804111245","0.9419588875","0.2480417755","0.2689295039","0.2206266319","0.2624020888","235117","46.3"
"75316","33","0.8625498008","0.08167330677","0.04780876494","0.00796812749","0.7550644567","0.07182320442","0.01289134438","0.01289134438","0.01104972376","0.03314917127","0.04051565378","0.005524861878","0.005524861878","0.05156537753","47","101","809","910","0.110989011","0.889010989","0.2406483791","0.2269326683","0.2394014963","0.2930174564","250224","41.4"
"75317","33","0.7789317507","0.1127596439","0.09050445104","0.0178041543","0.8584795322","0.05380116959","0.02339181287","0.01052631579","0.008187134503","0.008187134503","0.00350877193","0.00350877193","0.008187134503","0.02222222222","42.8","235","1180","1415","0.1660777385","0.8339222615","0.1348797251","0.2027491409","0.2293814433","0.4329896907","309567","41.1"
"75318","33","0.742090784","0.1258596974","0.09766162311","0.03438789546","0.8275684047","0.05833763552","0.02219927723","0.01135776975","0.00413009809","0.007743933918","0.03252452246","0.005678884874","0.005678884874","0.02478058854","34.6","656","2506","3162","0.2074636306","0.7925363694","0.1632837167","0.1962110961","0.2846188543","0.3558863329","280556","33.3"
"75319","33","0.9272727273","0.04181818182","0.02545454545","0.005454545455","0.6788793103","0.0625","0.01293103448","0.006465517241","0","0.1163793103","0.03663793103","0","0.01939655172","0.06681034483","51.9","60","782","842","0.07125890736","0.9287410926","0.3102998696","0.2359843546","0.183833116","0.2698826597","215079","45"
"75320","33","0.8473967684","0.08258527828","0.0592459605","0.01077199282","0.7761674718","0.06280193237","0.004830917874","0.01449275362","0.009661835749","0.038647343","0.009661835749","0.004830917874","0.01771336554","0.06119162641","44.6","132","893","1025","0.1287804878","0.8712195122","0.2263513514","0.2466216216","0.2263513514","0.3006756757","249892","44.4"
"75321","33","0.9021276596","0.05744680851","0.02127659574","0.01914893617","0.6252319109","0.06493506494","0.005565862709","0.01669758813","0","0.01484230056","0","0","0.007421150278","0.2653061224","38.5","76","668","744","0.1021505376","0.8978494624","0.4347826087","0.1784107946","0.1874062969","0.1994002999","186958","39.6"
"75322","33","0.911634757","0.05154639175","0.0324005891","0.00441826215","0.7108626198","0.1086261981","0.009584664537","0.01277955272","0.004792332268","0.04153354633","0.01916932907","0.004792332268","0.01437699681","0.07348242812","51","89","1031","1120","0.07946428571","0.9205357143","0.2702439024","0.2419512195","0.196097561","0.2917073171","231817","47.1"
"75323","33","1","0","0","0","0.6428571429","0.07142857143","0","0","0","0","0.1666666667","0","0","0.119047619","46.7","3","54","57","0.05263157895","0.9473684211","0.462962963","0.1851851852","0.1666666667","0.1851851852","161291","51.1"
"75324","33","0.7525773196","0.08820160367","0.1088201604","0.05040091638","0.8542510121","0.06963562753","0.00971659919","0.006477732794","0.002429149798","0.01700404858","0.004048582996","0","0.01538461538","0.02105263158","38.6","402","1527","1929","0.2083981337","0.7916018663","0.1661085064","0.1821835231","0.237106497","0.4146014735","299067","36.6"
"75325","33","0.8949275362","0.06884057971","0.03079710145","0.005434782609","0.8107714702","0.096069869","0.01018922853","0.01601164483","0.004366812227","0","0.004366812227","0.008733624454","0.01018922853","0.03930131004","37.9","78","790","868","0.08986175115","0.9101382488","0.2088607595","0.2063291139","0.2746835443","0.3101265823","268879","36"
"75326","33","0.8945578231","0.05102040816","0.0425170068","0.0119047619","0.8210116732","0.1089494163","0.003891050584","0.009079118029","0.003891050584","0.01037613489","0","0.003891050584","0.009079118029","0.02983138781","37.2","104","853","957","0.1086729363","0.8913270637","0.2029816514","0.1846330275","0.2752293578","0.3371559633","279011","37.2"
"75327","33","0.9110604333","0.05017103763","0.02850627138","0.0102622577","0.819784525","0.08031341822","0.01175318315","0.008814887365","0.002938295788","0.01273261508","0.006856023506","0.006856023506","0.007835455436","0.04211557297","41.8","124","1246","1370","0.09051094891","0.9094890511","0.1993720565","0.2182103611","0.2708006279","0.3116169545","267019","40.3"
"75328","33","0.8163265306","0.07780612245","0.08801020408","0.01785714286","0.8303769401","0.07649667406","0.01219512195","0.006651884701","0.00332594235","0.0110864745","0.007760532151","0.0044345898","0.01441241685","0.0332594235","41.4","241","1237","1478","0.1630581867","0.8369418133","0.2254819782","0.2271584241","0.256496228","0.2908633697","258175","39.6"
"75329","33","0.877486078","0.06443914081","0.04693715195","0.01113762928","0.7936726272","0.08459422283","0.01031636864","0.01031636864","0.004126547455","0.03094910591","0.01237964237","0.005502063274","0.009628610729","0.03851444292","42","249","1922","2171","0.1146936895","0.8853063105","0.2192369694","0.2321332617","0.2563138098","0.2923159592","258309","38.8"
"75330","33","0.9015837104","0.06447963801","0.02714932127","0.006787330317","0.8126232742","0.0966469428","0.008875739645","0.006903353057","0.005917159763","0.01775147929","0.005917159763","0.002958579882","0.01084812623","0.0315581854","42.1","123","1329","1452","0.0847107438","0.9152892562","0.2159442724","0.2120743034","0.2716718266","0.3003095975","262019","39.9"
"75331","33","0.9008714597","0.06318082789","0.02723311547","0.00871459695","0.7811918063","0.08752327747","0.005586592179","0.01769087523","0.003724394786","0.03351955307","0.01489757914","0.006517690875","0.009310986965","0.04003724395","42.8","134","1413","1547","0.08661926309","0.9133807369","0.2450284091","0.2357954545","0.2542613636","0.2649147727","246644","40.3"
"75332","33","0.905380334","0.0612244898","0.02782931354","0.005565862709","0.7863105175","0.0734557596","0.01335559265","0.01669449082","0.005008347245","0.03171953255","0.006677796327","0.005008347245","0.01001669449","0.05175292154","47.5","73","858","931","0.07841031149","0.9215896885","0.2440191388","0.2153110048","0.2105263158","0.3301435407","258529","42.8"
"75333","33","0.8438538206","0.07087486157","0.05980066445","0.02547065338","0.7574206755","0.07574206755","0.009211873081","0.02047082907","0.006141248721","0.03787103378","0.03377686796","0.01023541453","0.01125895599","0.03787103378","45.9","245","1415","1660","0.1475903614","0.8524096386","0.2726628895","0.2712464589","0.2124645892","0.2436260623","220844","39.5"
"75334","33","0.750261233","0.07732497388","0.1327063741","0.03970741902","0.8404255319","0.04582651391","0.008183306056","0.009819967267","0.002454991817","0.02536824877","0.005728314239","0.003273322422","0.0147299509","0.0441898527","43","448","1730","2178","0.2056932966","0.7943067034","0.1933767002","0.212300414","0.212300414","0.3820224719","280279","38.6"
"75335","33","0.8285714286","0.08351648352","0.07582417582","0.01208791209","0.862475442","0.0442043222","0.00884086444","0.0137524558","0.005893909627","0.02259332024","0.01277013752","0.002946954813","0.01277013752","0.0137524558","42.8","247","1394","1641","0.1505179768","0.8494820232","0.1961792799","0.2615723733","0.2725936811","0.2696546657","252174","39"
"75336","33","0.8923766816","0.05605381166","0.03923766816","0.01233183857","0.7679814385","0.03944315545","0.008120649652","0.02088167053","0.006960556845","0.06148491879","0.04176334107","0.0162412993","0.01044083527","0.02668213457","46.6","157","1224","1381","0.113685735","0.886314265","0.2729549249","0.2938230384","0.254590985","0.1786310518","216619","40.2"
"75337","33","0.7426160338","0.0864978903","0.1360759494","0.03481012658","0.8735955056","0.03183520599","0.006554307116","0.008426966292","0","0.03277153558","0.00936329588","0.006554307116","0.01123595506","0.01966292135","42.3","449","1574","2023","0.2219476026","0.7780523974","0.1847682119","0.240397351","0.2642384106","0.3105960265","264175","37"
"75340","33","0.7919075145","0.1040462428","0.08670520231","0.01734104046","0.8137651822","0.04048582996","0.01214574899","0.02429149798","0.02429149798","0.01214574899","0.03643724696","0","0","0.03643724696","36.1","62","294","356","0.1741573034","0.8258426966","0.1920289855","0.1485507246","0.2463768116","0.4130434783","293702","37.4"
"75341","33","0.9566115702","0.04338842975","0","0","0.8899521531","0.05741626794","0","0.01435406699","0","0","0","0","0","0.03827751196","30.7","25","681","706","0.03541076487","0.9645892351","0.1706161137","0.317535545","0.3791469194","0.1327014218","242474","30.9"
"75342","33","0.845814978","0.09251101322","0.06167400881","0","0.875","0.0546875","0","0","0.0234375","0.0234375","0","0","0","0.0234375","43.2","52","385","437","0.118993135","0.881006865","0.09554140127","0.08917197452","0.2038216561","0.6114649682","401272","40.9"
"75418","33","0.698757764","0.1552795031","0.1195652174","0.02639751553","0.8559670782","0.03497942387","0.03189300412","0.006172839506","0.007201646091","0.01543209877","0.01440329218","0.003086419753","0.01234567901","0.01851851852","35.5","313","1125","1438","0.2176634214","0.7823365786","0.1568100358","0.1899641577","0.311827957","0.3413978495","284764","35.9"
"75419","33","0.8357142857","0.05","0.05714285714","0.05714285714","0.1818181818","0.1212121212","0","0","0","0","0.1515151515","0","0","0.5454545455","29.2","55","187","242","0.2272727273","0.7727272727","0.8235294118","0.1323529412","0.04411764706","0","0","28"
"75420","33","0.7437908497","0.1385620915","0.07712418301","0.04052287582","0.6992263056","0.03868471954","0.02127659574","0.0164410058","0.009671179884","0.04835589942","0.09477756286","0.01837524178","0.006769825919","0.04642166344","38.7","331","1288","1619","0.2044471896","0.7955528104","0.3152088258","0.2947202522","0.2781717888","0.1118991332","202624","30.6"
"75421","33","0.6567967699","0.1561238223","0.1184387618","0.06864064603","0.7568058076","0.03720508167","0.02813067151","0.009074410163","0.01451905626","0.02450090744","0.0444646098","0.009074410163","0.007259528131","0.06896551724","33.3","455","1296","1751","0.2598515134","0.7401484866","0.2699680511","0.249201278","0.3075079872","0.1733226837","233439","29"
"75422","33","0.8669565217","0.08434782609","0.04434782609","0.004347826087","0.7163814181","0.1699266504","0.01528117359","0.006112469438","0.007334963325","0.0097799511","0.01833740831","0.006112469438","0.003667481663","0.04706601467","31.6","215","1914","2129","0.1009863786","0.8990136214","0.2980659841","0.2775881684","0.2832764505","0.141069397","214445","33"
"75423","33","0.8149951315","0.1032132425","0.06621226874","0.01557935735","0.7558651026","0.1480938416","0.01539589443","0.007331378299","0.005865102639","0.008064516129","0.008064516129","0.00366568915","0.009530791789","0.03812316716","38.5","295","1749","2044","0.1443248532","0.8556751468","0.2419161677","0.2173652695","0.2491017964","0.2916167665","256309","39.4"
"75424","33","0.9176107106","0.04325437693","0.02574665294","0.01338825953","0.5478395062","0.2345679012","0.01466049383","0.006172839506","0.008487654321","0.002314814815","0.06867283951","0.00462962963","0.002314814815","0.1103395062","26.8","142","1381","1523","0.09323703217","0.9067629678","0.5275650842","0.2641653905","0.1653905054","0.04287901991","150920","22.9"
"75425","33","0.8983050847","0.04842615012","0.04358353511","0.009685230024","0.6869009585","0.2156549521","0.01437699681","0.007987220447","0","0.01118210863","0.004792332268","0","0.004792332268","0.05431309904","33.2","69","699","768","0.08984375","0.91015625","0.348265896","0.289017341","0.2268786127","0.1358381503","195781","34.7"
"75426","33","0.736785329","0.117583603","0.09708737864","0.04854368932","0.7442857143","0.04","0.01785714286","0.01571428571","0.007857142857","0.04571428571","0.05357142857","0.01071428571","0.007142857143","0.05714285714","39.5","453","1809","2262","0.200265252","0.799734748","0.3185437998","0.2576791809","0.260523322","0.1632536974","211060","34.5"
"75427","33","0.8090766823","0.08920187793","0.0641627543","0.03755868545","0.7489051095","0.05401459854","0.02627737226","0.01313868613","0.01313868613","0.04233576642","0.03357664234","0.008759124088","0.0102189781","0.0496350365","44.1","215","1061","1276","0.1684952978","0.8315047022","0.3064039409","0.2660098522","0.2620689655","0.1655172414","212815","38.2"
"75428","33","0.7972972973","0.08558558559","0.07957957958","0.03753753754","0.7503410641","0.05047748977","0.02319236016","0.03001364256","0.005457025921","0.03410641201","0.05047748977","0.01091405184","0.009549795362","0.03547066849","44","245","1094","1339","0.1829723674","0.8170276326","0.2890551918","0.3086997194","0.2432179607","0.1590271282","208117","37.3"
"75429","33","0.7813186813","0.09450549451","0.06703296703","0.05714285714","0.7237185056","0.03996524761","0.02780191138","0.005212858384","0.005212858384","0.0338835795","0.09296264118","0.02172024327","0.002606429192","0.04691572546","33.3","391","1494","1885","0.2074270557","0.7925729443","0.3060909792","0.300693909","0.2590593678","0.134155744","209230","27.6"
"75430","33","0.5494155154","0.1530286929","0.1540913921","0.1434643996","0.6528398213","0.03573707722","0.04786215699","0.01212507977","0.01148691768","0.03828972559","0.1365666879","0.0191448628","0.003828972559","0.04211869815","29.3","935","1916","2851","0.3279551035","0.6720448965","0.3467365967","0.2803030303","0.2604895105","0.1124708625","203596","24.6"
"75431","33","0.7665867306","0.1159072742","0.07913669065","0.03836930456","0.7898640297","0.03831891224","0.03337453646","0.01545117429","0.009270704574","0.02719406675","0.03955500618","0.009270704574","0.009888751545","0.02781211372","40.1","510","2183","2693","0.1893798737","0.8106201263","0.2632325142","0.2722117202","0.2835538752","0.1810018904","225947","35.3"
"75432","33","0.8930084746","0.06038135593","0.03813559322","0.008474576271","0.7579617834","0.03290870488","0.01804670913","0.02547770701","0.004246284501","0.06581740977","0.03927813163","0.005307855626","0.01910828025","0.03184713376","48.9","155","1397","1552","0.09987113402","0.900128866","0.2515991471","0.2871357498","0.2686567164","0.1926083866","224572","40.5"
"75433","33","0.8771106942","0.06191369606","0.04596622889","0.01500938086","0.7660167131","0.03714020427","0.01485608171","0.01857010214","0.005571030641","0.05571030641","0.03621169916","0.01857010214","0.01299907149","0.03435468895","45.4","215","1585","1800","0.1194444444","0.8805555556","0.2724317295","0.3036410923","0.2678803641","0.156046814","215263","38.8"
"75434","33","0.8788659794","0.06099656357","0.04295532646","0.01718213058","0.7501957713","0.0430696946","0.01018010963","0.02114330462","0.009397024276","0.06656225529","0.04776820673","0.01487862177","0.008613938919","0.02819107283","43.2","243","1727","1970","0.1233502538","0.8766497462","0.2862973761","0.3055393586","0.2664723032","0.1416909621","212673","34.9"
"75435","33","0.8947368421","0.05497076023","0.0432748538","0.00701754386","0.7878453039","0.05745856354","0.01436464088","0.02099447514","0.004419889503","0.04640883978","0.03425414365","0.003314917127","0.008839779006","0.02209944751","42.8","141","1222","1363","0.1034482759","0.8965517241","0.26306914","0.2757166948","0.2774030354","0.1838111298","225490","37.7"
"75436","33","0.8272357724","0.1006097561","0.05792682927","0.01422764228","0.7605284889","0.04046242775","0.01073492981","0.02477291495","0.009909165979","0.04211395541","0.06606110652","0.007431874484","0.004954582989","0.03303055326","39.1","262","1461","1723","0.1520603598","0.8479396402","0.258953168","0.2830578512","0.3112947658","0.1466942149","225883","34"
"75437","33","0.8251953125","0.0859375","0.0693359375","0.01953125","0.8375510204","0.04897959184","0.01551020408","0.01469387755","0.004897959184","0.02040816327","0.02204081633","0.009795918367","0.007346938776","0.0187755102","42.4","292","1626","1918","0.1522419187","0.8477580813","0.2476722533","0.2439478585","0.2613283675","0.2470515208","243451","37.8"
"75439","33","0.7055335968","0.1205533597","0.1166007905","0.05731225296","0.7447129909","0.04229607251","0.01963746224","0.02416918429","0.01208459215","0.06948640483","0.05287009063","0.007552870091","0.004531722054","0.02265861027","39.7","275","851","1126","0.2442273535","0.7557726465","0.2847058824","0.2564705882","0.2729411765","0.1858823529","227488","35.1"
"75440","33","0.6476190476","0.1034013605","0.1836734694","0.06530612245","0.8267564966","0.0375360924","0.01732435034","0.009624639076","0.00384985563","0.03176130895","0.01828681424","0.008662175168","0.0125120308","0.03368623677","40","498","1489","1987","0.2506290891","0.7493709109","0.1964412811","0.2113879004","0.1900355872","0.4021352313","287995","40.9"
"75441","33","0.8279252704","0.07866273353","0.06981317601","0.02359882006","0.7943661972","0.03521126761","0.01830985915","0.01126760563","0.008450704225","0.06056338028","0.01549295775","0.004225352113","0.005633802817","0.04647887324","43.7","303","1634","1937","0.1564274652","0.8435725348","0.2935239697","0.2935239697","0.196804037","0.2161480235","205949","36.9"
"75442","33","0.8120204604","0.08056265985","0.07544757033","0.03196930946","0.7621195039","0.03269447576","0.01578354002","0.02254791432","0.006764374295","0.05524239008","0.03043968433","0.01127395716","0.003382187148","0.05975197294","41.6","263","1203","1466","0.1793997271","0.8206002729","0.2906779661","0.2754237288","0.2822033898","0.1516949153","221785","35.2"
"75443","33","0.256","0.12","0.472","0.152","0.9247787611","0.01327433628","0.01327433628","0","0","0.03539823009","0","0","0","0.01327433628","29.3","192","248","440","0.4363636364","0.5636363636","0.1056910569","0.1016260163","0.1869918699","0.6056910569","370281","35.4"
"75444","33","0.7090301003","0.143812709","0.09030100334","0.05685618729","0.820668693","0.03647416413","0.02583586626","0.01367781155","0.009118541033","0.009118541033","0.05927051672","0.004559270517","0","0.02127659574","29.6","321","952","1273","0.2521602514","0.7478397486","0.1692524683","0.2581100141","0.3286318759","0.2440056417","255705","27.5"
"75445","33","0.8090692124","0.07637231504","0.07398568019","0.04057279236","0.8338028169","0.01690140845","0.02253521127","0.01690140845","0.01126760563","0.02253521127","0.02816901408","0","0.01690140845","0.03098591549","33","156","648","804","0.1940298507","0.8059701493","0.1691542289","0.2910447761","0.3009950249","0.2388059701","250112","33.3"
"75446","33","0.8971098266","0.06242774566","0.0323699422","0.008092485549","0.7653543307","0.03149606299","0.009448818898","0.01102362205","0.01102362205","0.08818897638","0.03149606299","0.009448818898","0.01102362205","0.03149606299","53","138","1205","1343","0.1027550261","0.8972449739","0.328320802","0.3475355054","0.193817878","0.1303258145","189094","44.1"
"75447","33","0.7771883289","0.1047745358","0.09549071618","0.0225464191","0.8290398126","0.03395784543","0.008196721311","0.02693208431","0.008196721311","0.02927400468","0.009367681499","0.008196721311","0.01639344262","0.03044496487","43.9","275","1231","1506","0.1826029216","0.8173970784","0.2177814029","0.2659053834","0.2838499184","0.2324632953","244919","39.8"
"75448","33","0.731884058","0.1099033816","0.1352657005","0.0229468599","0.842053307","0.02566633761","0.01678183613","0.0157946693","0.005923000987","0.03060217177","0.01283316881","0.009871668312","0.01184600197","0.0286278381","40.9","374","1373","1747","0.2140812822","0.7859187178","0.2288888889","0.2703703704","0.3133333333","0.1874074074","239575","36.5"
"75449","33","0.7037671233","0.08390410959","0.1558219178","0.05650684932","0.8526048285","0.03176620076","0.007623888183","0.01143583227","0.003811944091","0.0292249047","0.01524777637","0.007623888183","0.0165184244","0.02414231258","43.1","345","1213","1558","0.2214377407","0.7785622593","0.1845753899","0.2183708839","0.2270363951","0.370017331","275080","46.3"
"75450","33","1","0","0","0","1","0","0","0","0","0","0","0","0","0","42","0","7","7","0","1","0.6666666667","0.3333333333","0","0","166787",""
"75452","33","0.632231405","0.1342975207","0.1632231405","0.07024793388","0.8036410923","0.03771131339","0.007802340702","0.01950585176","0.007802340702","0.04421326398","0.04681404421","0.007802340702","0.003901170351","0.02080624187","35","331","906","1237","0.2675828618","0.7324171382","0.1981672394","0.2359679267","0.2909507446","0.2749140893","258886","32.5"
"75453","33","0.6329113924","0.1139240506","0.1898734177","0.06329113924","0.8616071429","0.01785714286","0.01339285714","0","0","0.03571428571","0.02678571429","0.01339285714","0","0.03125","36.4","108","298","406","0.2660098522","0.7339901478","0.1743772242","0.1743772242","0.3238434164","0.3274021352","279257","35.1"
"75454","33","0.5","0.2272727273","0.2727272727","0","0.9032258065","0","0","0","0","0","0","0","0","0.09677419355","36.1","17","49","66","0.2575757576","0.7424242424","0.2564102564","0.1538461538","0.2307692308","0.358974359","285865","49.6"
"75460","33","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","3","0","1","","","","","0",""
"75471","33","0.1926782274","0.1502890173","0.5086705202","0.1483622351","0.8762322015","0.009857612267","0.05585980285","0.01314348302","0.01095290252","0.01752464403","0.003285870756","0.003285870756","0","0.009857612267","24.4","850","1025","1875","0.4533333333","0.5466666667","0.08798283262","0.1180257511","0.2596566524","0.5343347639","344455","48.4"
"75550","33","0.6005434783","0.1304347826","0.2092391304","0.0597826087","0.8645640074","0.02040816327","0.01298701299","0.0241187384","0","0.02968460111","0.007421150278","0.009276437848","0.005565862709","0.02597402597","40.7","273","767","1040","0.2625","0.7375","0.1986666667","0.2226666667","0.2746666667","0.304","263561","40.8"
"75591","33","0.5859872611","0.1174805379","0.2144373673","0.08209483369","0.8706161137","0.02701421801","0.02464454976","0.008056872038","0.001421800948","0.01374407583","0.004739336493","0.001421800948","0.01706161137","0.03127962085","38.2","1147","2858","4005","0.28639201","0.71360799","0.1693489393","0.1810534016","0.2333577176","0.4162399415","298927","46.8"
"75592","33","0.6473149492","0.1393323657","0.1538461538","0.0595065312","0.8601332065","0.02473834443","0.01902949572","0.01427212179","0.002854424358","0.01712654615","0.005708848716","0.005708848716","0.01427212179","0.03615604186","40.3","440","1420","1860","0.2365591398","0.7634408602","0.1944652206","0.1899775617","0.2692595363","0.3462976814","278542","45.8"
"75593","33","0.4841772152","0.1518987342","0.2626582278","0.1012658228","0.8442307692","0.02115384615","0.02115384615","0.009615384615","0","0.02884615385","0.01153846154","0.005769230769","0.01153846154","0.04615384615","33.5","321","649","970","0.3309278351","0.6690721649","0.17752443","0.1824104235","0.2964169381","0.3436482085","289364","40.6"
"75594","33","0.5806010929","0.1092896175","0.2021857923","0.1079234973","0.83377542","0.01856763926","0.02917771883","0.02210433245","0.006189213086","0.02475685234","0.01414677277","0.002652519894","0.01326259947","0.03536693192","35.5","632","1467","2099","0.3010957599","0.6989042401","0.1869090909","0.1941818182","0.248","0.3709090909","284223","40.5"
"75595","33","0.6394849785","0.1201716738","0.1759656652","0.0643776824","0.8839285714","0.02380952381","0.02083333333","0.01488095238","0","0.02380952381","0.008928571429","0","0.008928571429","0.01488095238","38.4","160","455","615","0.2601626016","0.7398373984","0.2060185185","0.1921296296","0.2824074074","0.3194444444","276198","46.5"
"75596","33","0.6184210526","0.1363636364","0.1794258373","0.06578947368","0.880126183","0.01813880126","0.0141955836","0.011829653","0.002365930599","0.02208201893","0.004731861199","0.01025236593","0.01813880126","0.01813880126","39.2","588","1682","2270","0.259030837","0.740969163","0.1987692308","0.2147692308","0.2683076923","0.3181538462","270981","44"
"75597","33","0.5978947368","0.1126315789","0.2052631579","0.08421052632","0.8455571227","0.02045133992","0.023977433","0.01410437236","0.004231311707","0.03102961918","0.01622002821","0.004936530324","0.01269393512","0.02679830748","37.8","764","1923","2687","0.2843319687","0.7156680313","0.1892341842","0.1881243063","0.2447280799","0.3779134295","281751","43.2"
"75598","33","0.6042253521","0.1056338028","0.2211267606","0.06901408451","0.8550458716","0.02110091743","0.02293577982","0.02293577982","0.005504587156","0.01834862385","0.008256880734","0","0.01100917431","0.03486238532","38.9","551","1472","2023","0.2723677706","0.7276322294","0.183249821","0.1768074445","0.2183249821","0.4216177523","297916","48.2"
"75642","33","0.8783068783","0.08994708995","0.03174603175","0","0.4099616858","0.275862069","0.01149425287","0","0.02298850575","0","0","0","0","0.2796934866","26.1","32","276","308","0.1038961039","0.8961038961","0.7054263566","0.1627906977","0.1085271318","0.02325581395","102519","20.8"
"75643","33","0.7686658507","0.1089351285","0.09547123623","0.02692778458","0.7530864198","0.08024691358","0.01748971193","0.009259259259","0.007201646091","0.03086419753","0.02572016461","0.005144032922","0.01131687243","0.05967078189","40.7","320","1273","1593","0.2008788449","0.7991211551","0.2525651144","0.1957379637","0.2375690608","0.3141278611","264756","38"
"75644","33","0.8422641509","0.07094339623","0.05811320755","0.02867924528","0.7510398099","0.1402257873","0.01366607249","0.006535947712","0.007130124777","0.006535947712","0.0303030303","0.005347593583","0.005347593583","0.03386809269","29.1","366","1948","2314","0.158167675","0.841832325","0.2631278539","0.2785388128","0.2608447489","0.1974885845","228258","28.2"
"75645","33","0.6753864447","0.09274673008","0.1664684899","0.06539833532","0.8615649183","0.04815133276","0.002579535684","0.006018916595","0","0.01977644024","0.005159071367","0","0.01891659501","0.03783319003","43.6","529","1726","2255","0.2345898004","0.7654101996","0.1694610778","0.154491018","0.1652694611","0.5107784431","337600","49.2"
"75646","33","0.6414868106","0.1258992806","0.1582733813","0.07434052758","0.8401913876","0.04019138756","0.01244019139","0.00956937799","0.008612440191","0.01913875598","0.01435406699","0.008612440191","0.01244019139","0.03444976077","40.6","572","1605","2177","0.2627468994","0.7372531006","0.182194617","0.1608005521","0.2049689441","0.4520358868","311343","43.9"
