"postnummer","week","postnummer_first_2","population","positivity_1w","adult_pop","cases_per_capita_2w5","test_per_capita_1w5","longitude","latitude"
"74639","44","74XXX","1097","0.2142857164","834","479.6163025","1678.657104","17.49735127","59.56709002"
"74641","44","74XXX","1205","0.200000003","873.999939","1029.748413","2288.32959","17.48157238","59.57053916"
"74650","44","74XXX","35","","32","","","17.5593514","59.56012283"
"74651","44","74XXX","1278","0.2399999946","1053","759.7340698","2374.168945","17.5345825","59.57376344"
"74652","44","74XXX","819","0.3684210479","662","1057.401855","2870.090576","17.50690906","59.58282182"
"74691","44","74XXX","1273","0.0625","1015.000061","98.52216339","1576.354614","17.46322232","59.54351712"
"74692","44","74XXX","270","","216","","0","17.50269135","59.59515953"
"74693","44","74XXX","1636","0.190476194","1346","371.4710388","1560.178345","17.44730116","59.62259794"
"74694","44","74XXX","475","","396.0000305","","1262.626221","17.54312535","59.66088959"
"74695","44","74XXX","1078","0","814","0","1228.501221","17.60704361","59.67900618"
"74696","44","74XXX","1260","","1017","","786.6273193","17.58548533","59.71132841"
"74730","44","74XXX","817","0.1176470593","669","298.9536743","2541.106201","18.09186793","60.06217375"
"74731","44","74XXX","840","0.1538461596","674","296.7359009","1928.783325","18.08417996","60.07068058"
"74732","44","74XXX","845","0.1578947306","627","478.4689026","3030.302979","18.07427488","60.07231477"
"74740","44","74XXX","501","","410","","1707.317017","18.16607981","60.16620476"
"74741","44","74XXX","522","","422","","1658.767822","18.18492756","60.16652621"
"74742","44","74XXX","509","","431","","1856.148438","18.19020659","60.17808874"
"74743","44","74XXX","585","0","474","0","2109.70459","18.1780882","60.17268756"
"74744","44","74XXX","616","","521","","767.7543335","18.17486174","60.17889061"
"74791","44","74XXX","1644","0.125","1330","375.9398499","1804.51123","18.06973847","60.08739331"
"74792","44","74XXX","502","","412.9999695","","726.392334","18.24804152","60.07857884"
"74793","44","74XXX","824","0","669","149.4768372","1943.198853","18.08493681","60.00406492"
"74794","44","74XXX","964","0.08333333582","768","130.2083282","1562.5","17.93175735","60.02759546"
"74795","44","74XXX","613","","505","","594.0593872","18.15322495","60.19599317"
"74830","44","74XXX","678","0","569","0","1757.469238","17.8649387","60.2010601"
"74831","44","74XXX","959","0","822","0","2311.435547","17.89193144","60.19451359"
"74832","44","74XXX","937","","756","","793.6508179","17.94134236","60.19951162"
"74840","44","74XXX","723","","544","","1654.411743","17.69664724","60.22201497"
"74841","44","74XXX","622","0.2857142985","530","1509.43396","2641.509521","17.69984139","60.22832825"
"74842","44","74XXX","705","","613","","1141.924927","17.71058538","60.23060966"
"74850","44","74XXX","575","","481.0000305","","1663.201538","17.65797684","60.26134032"
"74891","44","74XXX","423","","353","","2266.289063","17.95063856","60.14614304"
"74892","44","74XXX","607","","511","","978.4735718","17.95852608","60.27387821"
"74893","44","74XXX","344","","281","","2135.231201","17.80296063","60.17531577"
"74894","44","74XXX","725","","572","","699.3007202","17.68842283","60.17559663"
"74895","44","74XXX","715","","595","","1512.605103","17.59045081","60.17977949"
"74896","44","74XXX","449","","362","","828.7293091","17.68336211","60.27257736"
"74935","44","74XXX","814","0.2631579041","783","1277.13916","2426.564453","17.08103087","59.63002224"
"74941","44","74XXX","1367","0.08695652336","1135","352.4229126","2026.431763","17.10471953","59.64735883"
"74942","44","74XXX","1733","0.3333333433","1342","819.6721191","1788.37561","17.11449532","59.63772034"
"74943","44","74XXX","122","","110","","","17.10738846","59.63603553"
"74944","44","74XXX","1688","0","1277","78.30853271","1801.096313","17.12020028","59.62657756"
"74945","44","74XXX","1819","0.1034482792","1440","277.777771","2013.888916","17.10576136","59.62769068"
"74946","44","74XXX","199","","128","","","17.1344251","59.63588506"
"74948","44","74XXX","1564","0.07999999821","1165","171.6738129","2145.922852","17.07690274","59.60007735"
"74949","44","74XXX","1325","0.04347826168","1203","249.3765564","1911.886963","17.08995464","59.63435796"
"74950","44","74XXX","844","","688","","1162.790649","17.33343017","59.65217037"
"74951","44","74XXX","1562","0.1818181872","1273","471.3275757","1728.20105","17.29665572","59.60018995"
"74952","44","74XXX","1057","0.07692307979","815","122.6993866","1595.092041","17.25679504","59.62583714"
"74959","44","74XXX","694","","460","","869.5652466","17.08660786","59.63548511"
"74960","44","74XXX","779","0.200000003","623","481.5409241","2407.70459","17.30577091","59.73082954"
"74961","44","74XXX","1157","0.2142857164","860","930.2325439","3255.813965","17.32080365","59.7407323"
"74962","44","74XXX","980","","826","","1089.588379","17.41190037","59.7045454"
"74963","44","74XXX","1457","0.1176470593","1208","165.562912","1407.28479","17.24418078","59.75935025"
"74970","44","74XXX","977","0","763","0","1703.800781","16.9262214","59.77743925"
"74971","44","74XXX","898","0.07142857462","761","131.4060516","1839.68457","16.87017344","59.79381968"
"74972","44","74XXX","1253","0","1029","97.18173218","1652.089355","17.05498388","59.7948285"
"75217","44","75XXX","1293","0.04761904851","1093","182.9826202","1921.317505","17.6235846","59.86765445"
"75218","44","75XXX","657","0.25","563","710.4795532","2841.918213","17.61214097","59.86560427"
"75219","44","75XXX","259","","221","","2714.932129","17.60997596","59.86681473"
"75220","44","75XXX","1700","0.1875","1346","594.3536377","2377.414551","17.61388349","59.86891333"
"75221","44","75XXX","2249","0.05000000075","1747","343.4458923","2289.639404","17.60512347","59.86635135"
"75222","44","75XXX","284","","254.9999847","","1568.627563","17.62542619","59.8656378"
"75223","44","75XXX","484","","455","","1318.681274","17.62447254","59.8640558"
"75224","44","75XXX","953","0","851","0","2232.66748","17.61851958","59.86111218"
"75225","44","75XXX","913","0.200000003","820.000061","487.8048401","1829.268188","17.62653815","59.86415717"
"75226","44","75XXX","936","0.06666667014","861.999939","464.0371704","1740.139282","17.6217457","59.86329677"
"75227","44","75XXX","784","","700","","1285.714233","17.619772","59.86444915"
"75228","44","75XXX","1111","0.04761904851","965.000061","207.2538757","2176.165771","17.59773246","59.87340624"
"75229","44","75XXX","1400","0.1578947306","1225","489.795929","3102.040771","17.60967314","59.86329577"
"75230","44","75XXX","1186","0.1739130467","1011","395.6478882","2274.975342","17.60229236","59.86188744"
"75231","44","75XXX","1616","0.0535714291","1374","582.2416382","4075.691406","17.60325021","59.85690441"
"75232","44","75XXX","815","0.2142857164","799","625.7822266","1752.190186","17.61758772","59.85710018"
"75233","44","75XXX","809","0.1304347813","795","628.9308472","2893.081787","17.61935601","59.85588599"
"75234","44","75XXX","1048","0.03846153989","1033","290.4162598","2516.940918","17.61353432","59.85357179"
"75235","44","75XXX","557","0.1333333403","554","361.0108337","2707.581299","17.6177014","59.85932091"
"75236","44","75XXX","613","","528","","1136.363647","17.62501437","59.84665633"
"75237","44","75XXX","2161","0.09677419066","1922","312.1748047","1612.903198","17.63915859","59.84392244"
"75238","44","75XXX","700","","632","","1424.050659","17.61865544","59.85244122"
"75239","44","75XXX","1784","0.04878048599","1513.000122","396.5630798","2709.847656","17.61600172","59.84563144"
"75240","44","75XXX","1313","0.1666666716","1179","424.0881958","1526.717529","17.61279723","59.84274155"
"75241","44","75XXX","1087","0.1111111119","905","441.9889526","1988.950317","17.60772371","59.84236794"
"75242","44","75XXX","1154","0.1578947306","1018","294.6954956","1866.404663","17.59893634","59.84176134"
"75243","44","75XXX","1077","0.1764705926","941.000061","425.0796814","1806.588623","17.59920267","59.83974091"
"75244","44","75XXX","848","0.07692307979","748","267.3796692","1737.967896","17.60128038","59.83336577"
"75257","44","75XXX","567","0.1363636404","518","772.2007446","4247.104004","17.63194677","59.83628074"
"75258","44","75XXX","452","0.09090909362","428","467.2897339","2570.093506","17.60637382","59.83667849"
"75260","44","75XXX","1914","0.2592592537","1524","524.9343872","1771.653564","17.57700235","59.85642908"
"75261","44","75XXX","916","","915.999939","","655.0218506","17.5897143","59.85020337"
"75262","44","75XXX","1107","0.349999994","1023","879.7653809","1955.03418","17.59435642","59.84962083"
"75263","44","75XXX","1834","0.08695652336","1499","200.1334229","1534.356201","17.57702813","59.83422251"
"75264","44","75XXX","1359","0.1428571492","1140","175.4385986","1228.07019","17.60869814","59.8520966"
"75265","44","75XXX","198","","159","","","17.56992465","59.84547921"
"75266","44","75XXX","1144","0.2352941185","913","657.1741333","1861.993408","17.56511537","59.85188474"
"75267","44","75XXX","1966","0.1199999973","1492","268.0965271","1675.603271","17.55563286","59.85421055"
"75268","44","75XXX","386","","258","","1937.984497","17.55270083","59.8488704"
"75269","44","75XXX","857","","592","","844.5946045","17.55916011","59.8523154"
"75271","44","75XXX","418","0","415","240.9638519","2409.638672","17.60023817","59.85367625"
"75272","44","75XXX","974","0.05555555597","909","110.0110016","1980.197998","17.59001617","59.85160814"
"75273","44","75XXX","1018","0.2142857164","941","743.8894653","2975.557861","17.59111807","59.84784243"
"75308","44","75XXX","963","0","800.000061","249.9999847","1749.999878","17.64955605","59.85209854"
"75309","44","75XXX","582","0.1666666716","556","719.4244385","2158.273438","17.64317631","59.84976196"
"75310","44","75XXX","562","","506","","1383.39917","17.63141077","59.85701127"
"75311","44","75XXX","567","0.1818181872","538","371.7472229","2044.609619","17.63059732","59.86047312"
"75312","44","75XXX","1157","0.1724137962","1074","651.769104","2700.186279","17.625096","59.85859537"
"75313","44","75XXX","908","0.1666666716","856","350.4672852","2102.803711","17.62256681","59.86043757"
"75314","44","75XXX","841","0.05882352963","807","247.8314819","2106.567627","17.62706205","59.862056"
"75315","44","75XXX","830","0.1666666716","785","636.942688","1528.662476","17.62903267","59.86319514"
"75316","44","75XXX","906","0.09090909362","824","121.3592224","1334.951416","17.63297681","59.86387072"
"75317","44","75XXX","1415","0.05263157934","1208","248.3443756","1572.847656","17.65333284","59.85052606"
"75318","44","75XXX","3162","0.07407407463","2585","270.7930298","2088.974854","17.65729724","59.8473465"
"75319","44","75XXX","842","0.05555555597","789","126.7427139","2281.368896","17.65012393","59.85627383"
"75320","44","75XXX","1023","0.125","917","218.1025085","1744.820068","17.6401453","59.8588156"
"75321","44","75XXX","747","0.2307692319","677","1033.973389","1920.236328","17.64563092","59.85832256"
"75322","44","75XXX","1121","0.125","1047","286.532959","1528.175781","17.64318325","59.85505731"
"75323","44","75XXX","54","","54","","","17.67486424","59.8444108"
"75324","44","75XXX","1928","0.137931034","1607","560.0498047","1804.604858","17.66558696","59.86004373"
"75325","44","75XXX","871","0.1666666716","799.000061","500.6257324","3003.754395","17.65467145","59.86061877"
"75326","44","75XXX","956","0.470588237","864","1157.407349","1967.592651","17.65498773","59.8587529"
"75327","44","75XXX","1367","0.1052631587","1265","158.1027679","1501.976318","17.65167391","59.86183456"
"75328","44","75XXX","1478","0.125","1271","236.0346222","1888.276978","17.65754725","59.86548794"
"75329","44","75XXX","2170","0.1764705926","1952","307.3770447","1741.803223","17.64591112","59.86513437"
"75330","44","75XXX","1452","0.04347826168","1335","224.719101","1722.846436","17.64272555","59.86472755"
"75331","44","75XXX","1546","0.1666666716","1437","487.125946","2505.219238","17.63955129","59.86352306"
"75332","44","75XXX","932","0.06666667014","870","229.8850555","1724.137939","17.63346815","59.86336802"
"75333","44","75XXX","1660","0.1000000015","1453","344.1156311","1376.462524","17.61648818","59.87262115"
"75334","44","75XXX","2177","0.1041666642","1822","384.1932068","2634.467529","17.63031723","59.87551847"
"75335","44","75XXX","1641","0.1176470593","1433","418.7020264","2372.644775","17.62433817","59.87532084"
"75336","44","75XXX","1381","0","1249","0","1521.216919","17.61760311","59.87502727"
"75337","44","75XXX","2023","0.137931034","1651","363.4161072","1756.51123","17.61001666","59.88217225"
"75340","44","75XXX","355","","298","","1342.28186","17.6505198","59.85758296"
"75341","44","75XXX","706","0.1000000015","685","291.9707947","2919.708008","17.65915037","59.85096054"
"75342","44","75XXX","435","0.2727272809","398","1005.025146","2763.819092","17.6511908","59.84753697"
"75418","44","75XXX","1436","0.1785714328","1156","519.0311279","2422.145264","17.63758537","59.87026472"
"75419","44","75XXX","245","","202","","3960.395996","17.63727685","59.87486092"
"75420","44","75XXX","1617","0.1212121248","1331","300.5259094","2479.338867","17.65410721","59.86715261"
"75421","44","75XXX","1753","0.200000003","1349.999878","592.5926514","2222.222412","17.65044329","59.86910723"
"75422","44","75XXX","2129","0.08333333582","1929","518.4033203","2488.335938","17.64646488","59.87085809"
"75423","44","75XXX","2044","0.2105263174","1793.999878","557.4136353","2118.171875","17.63937243","59.86757436"
"75424","44","75XXX","1521","0.05882352963","1393","71.7875061","1220.387695","17.64470419","59.87364092"
"75425","44","75XXX","764","0","703","142.2475128","2275.960205","17.64136698","59.87321099"
"75426","44","75XXX","2264","0.3555555642","1885","1167.108765","2387.267822","17.65287328","59.87773681"
"75427","44","75XXX","1275","0.05000000075","1107","271.0027161","1806.684692","17.64574678","59.87697749"
"75428","44","75XXX","1338","0.1000000015","1127","266.1934204","1774.622925","17.64485241","59.8813391"
"75429","44","75XXX","1882","0.1086956486","1547","517.1299438","2973.49707","17.66000777","59.8751731"
"75430","44","75XXX","2849","0.3793103397","2030","689.6551514","1428.571411","17.65797049","59.87585592"
"75431","44","75XXX","2697","0.227272734","2271","572.4350586","1937.472534","17.663383","59.87176285"
"75432","44","75XXX","1552","0.1428571492","1421","492.6108398","1970.443359","17.66928037","59.87388612"
"75433","44","75XXX","1802","0.1199999973","1615","247.6780243","1547.987671","17.67584743","59.87162011"
"75434","44","75XXX","1971","0.1081081107","1778","393.7007751","2080.98999","17.66810409","59.86808225"
"75435","44","75XXX","1362","0.2083333284","1241","402.9008789","1933.924194","17.67018734","59.86409751"
"75436","44","75XXX","1724","0.1428571492","1506","265.604248","1394.422363","17.67492974","59.8664986"
"75437","44","75XXX","1921","0.151515156","1679","476.4740906","1965.455688","17.6786725","59.86096948"
"75439","44","75XXX","1128","0","904","110.6194687","1880.531006","17.63943445","59.8842344"
"75440","44","75XXX","1989","0.1470588297","1577.999878","316.8568115","2154.626221","17.63395706","59.89225674"
"75441","44","75XXX","1938","0.200000003","1669.999878","538.9221802","2095.808594","17.64864215","59.88692584"
"75442","44","75XXX","1471","0.190476194","1241","322.3207092","1692.183716","17.65512733","59.88787549"
"75443","44","75XXX","439","","260","","2307.692383","17.65281741","59.89291318"
"75444","44","75XXX","1272","0.04166666791","992","302.419342","2419.354736","17.67898513","59.86982299"
"75445","44","75XXX","805","0.06666667014","666","450.4504395","2252.252197","17.68272426","59.87883018"
"75446","44","75XXX","1342","0.07999999821","1221","245.7002411","2047.502075","17.68334784","59.86907846"
"75447","44","75XXX","1507","0.1785714328","1276","548.5893555","2194.357422","17.68919821","59.87013381"
"75448","44","75XXX","1743","0","1409","141.9446411","1206.529419","17.69188867","59.86422817"
"75449","44","75XXX","1559","0.1538461596","1278","234.7417908","1017.214417","17.69792443","59.86712873"
"75450","44","75XXX","9","","9","","","17.70120178","59.85410573"
"75452","44","75XXX","1235","0.07142857462","959.000061","417.1011353","2919.707764","17.70854392","59.86247096"
"75453","44","75XXX","409","","316","","1898.734131","17.70600946","59.85778833"
"75454","44","75XXX","68","","54","","","17.72250485","59.8474593"
"75471","44","75XXX","1873","0.1034482792","1051","380.5899048","2759.276855","17.74448606","59.90777257"
"75550","44","75XXX","1040","0.1428571492","815","245.3987732","1717.791382","17.58187598","59.95749534"
"75591","44","75XXX","4006","0.1791044772","3031","527.8786011","2210.491699","17.50497866","59.77890813"
"75592","44","75XXX","1861","0.2916666567","1512","661.3756714","1587.301636","17.46518253","59.89397349"
"75593","44","75XXX","966","0.07142857462","678","294.98526","2064.896729","17.57859542","59.93957191"
"75594","44","75XXX","2100","0.200000003","1568.999878","764.8184204","2549.394775","17.68969356","59.90736507"
"75595","44","75XXX","614","","478","","1464.435181","17.84191358","60.00946979"
"75596","44","75XXX","2272","0.07142857462","1796","334.0757141","2338.530029","17.8598883","59.93341295"
"75597","44","75XXX","2690","0.1333333403","2063","339.311676","2181.289307","17.85441501","59.85284522"
"75598","44","75XXX","2021","0.03999999911","1560","128.2051239","1602.564087","17.72393573","59.79535879"
"75642","44","75XXX","304","","275","","727.2727051","17.63931235","59.80806766"
"75643","44","75XXX","1593","0.1724137962","1323","453.51474","2191.987793","17.65195741","59.83259952"
"75644","44","75XXX","2315","0.1190476194","2005","399.0025024","2094.763184","17.63315491","59.83167512"
"75645","44","75XXX","2255","0.1428571492","1838","489.6626892","2285.092529","17.61766052","59.83059222"
"75646","44","75XXX","2177","0.1891891956","1704.999878","469.208252","2170.088135","17.61316839","59.82074021"
"75647","44","75XXX","1798","0.1363636404","1414","495.0494995","1555.869873","17.63320023","59.82003215"
"75648","44","75XXX","2605","0.34375","1922","780.4370728","1664.932373","17.62577107","59.81485457"
"75649","44","75XXX","1691","0.25","1332","450.4504395","1201.201172","17.62158712","59.81065107"
"75650","44","75XXX","1558","0.2432432473","1319","985.5951538","2805.155518","17.63067944","59.80891915"
"75651","44","75XXX","1417","0.1111111119","1174","596.2521362","1533.219727","17.65870148","59.81395271"
"75652","44","75XXX","2317","0.1351351291","1835","817.4387207","2016.348755","17.64722958","59.79810809"
"75653","44","75XXX","2693","0.1578947306","2080","384.615387","1826.923096","17.64141491","59.78779609"
"75654","44","75XXX","1970","0.25","1529","1046.435547","2616.088867","17.63289803","59.80310695"
"75655","44","75XXX","1757","0.1315789521","1413.999878","636.4922485","2687.411865","17.61801712","59.79793124"
"75656","44","75XXX","825","0.09090909362","684","292.3976746","1608.187134","17.62120372","59.81853335"
"75657","44","75XXX","1862","0.2352941185","1343","967.9821167","2531.645508","17.6174062","59.81286597"
"75658","44","75XXX","1644","0.3461538553","1271","1258.851318","2045.633301","17.62418718","59.80640709"
"75659","44","75XXX","1095","0.3333333433","750","1066.666626","3200","17.64455523","59.81364491"
"75752","44","75XXX","1362","0.1818181872","969","515.9958496","2270.381836","17.69073885","59.82390291"
"75753","44","75XXX","83","","74","","","17.68966364","59.83050216"
"75754","44","75XXX","1659","0.25","1305","766.2835083","919.5402222","17.69954956","59.80973134"
"75755","44","75XXX","2522","0.1388888955","2042","440.7443542","1762.977417","17.70251007","59.8142128"
"75756","44","75XXX","1399","0.08333333582","1108","180.5054169","2166.064941","17.71239587","59.81638229"
"75757","44","75XXX","1590","0.1052631587","1226","326.2642822","1549.755249","17.68836501","59.81707948"
"75758","44","75XXX","1124","0.04761904851","942","212.3142242","2229.299316","17.69281513","59.80558407"
"75759","44","75XXX","254","","185.9999847","","2150.537842","17.68507546","59.80789723"
"81430","44","81XXX","1060","0.1333333403","865","231.2138672","1734.104004","17.40642085","60.62514475"
"81431","44","81XXX","1201","0.1428571492","991.999939","201.612915","1411.290405","17.45724267","60.66621409"
"81432","44","81XXX","1084","0.125","889","337.4578247","1799.775024","17.41202959","60.64328607"
"81440","44","81XXX","1273","0.2666666806","1057","378.4295044","1419.110718","17.40737731","60.61225676"
"81441","44","81XXX","806","0.3333333433","678","737.4631348","1769.911499","17.42965646","60.615139"
"81442","44","81XXX","328","","250.0000153","","799.999939","17.39369895","60.63950054"
"81470","44","81XXX","1450","0.1333333403","1192","167.7852325","1258.389282","17.47360599","60.56297587"
"81492","44","81XXX","349","","281","","1423.487549","17.40466384","60.67029936"
"81493","44","81XXX","841","0.200000003","737","407.0556335","2035.278198","17.55794275","60.62797861"
"81494","44","81XXX","559","","449","","1336.302856","17.37020734","60.56078423"
"81495","44","81XXX","574","","478","","1255.230103","17.46394986","60.50013556"
"81536","44","81XXX","1439","0.1304347813","1108","541.5162354","2075.812256","17.50593864","60.34243068"
"81537","44","81XXX","559","","442","","1131.22168","17.51389009","60.33463485"
"81538","44","81XXX","1295","0.04347826168","1158","345.4231567","1986.183105","17.5098969","60.34500545"
"81540","44","81XXX","556","0","462","0","2813.852783","17.49971396","60.35273029"
"81541","44","81XXX","554","","478","","1882.845215","17.52609749","60.34445499"
"81544","44","81XXX","758","0.1333333403","623","321.0272827","2407.70459","17.51361804","60.35806359"
"81545","44","81XXX","915","0.07692307979","751","266.3115845","1731.025269","17.5337029","60.35318889"
"81569","44","81XXX","662","0.08333333582","524","381.6793823","2290.076416","17.46485735","60.22671794"
"81575","44","81XXX","867","0.09090909362","728","137.3626404","1510.989014","17.23450482","60.39912877"
"81576","44","81XXX","895","","705","","709.2198486","17.23840601","60.3862547"
"81591","44","81XXX","1454","0.05263157934","1194","83.75209045","1591.289795","17.37954231","60.31075005"
"81592","44","81XXX","604","","492","","1219.512207","17.6007301","60.34888973"
"81593","44","81XXX","622","","503","","1789.264404","17.36058449","60.42787094"
"81594","44","81XXX","238","","219","","1826.484009","17.5855536","60.4497307"
"81595","44","81XXX","330","","262","","763.3587646","17.42952692","60.20010382"
"81596","44","81XXX","221","","180","","555.555542","17.56253954","60.40954922"
"81930","44","81XXX","747","0","615","0","1626.016235","17.75837043","60.47140165"
"81940","44","81XXX","963","","804","","995.0249023","17.63405079","60.53013831"
"81961","44","81XXX","741","","644","","1242.236084","17.75123606","60.44926277"
"81962","44","81XXX","639","0.1000000015","541","184.8428802","1848.428833","17.61908792","60.53844207"
"81963","44","81XXX","253","","228","","1754.385986","17.79013638","60.56888401"
"81964","44","81XXX","448","","407","","982.8009644","18.02186342","60.57299113"
"81965","44","81XXX","332","","305","","655.7377319","18.06420745","60.48774886"
"81966","44","81XXX","329","","297","","336.7003479","17.92721942","60.38095932"
"73392","44","73XXX","919","","748","","","16.73852648","59.9107811"
"74630","44","74XXX","3","","3","","","17.53353827","59.55046916"
"74640","44","74XXX","3","","3","","","17.49097677","59.57705589"
"74940","44","74XXX","43","","37","","","17.13585683","59.64351046"
"75460","44","75XXX","0","","","","","17.66596123","59.88261858"
"74010","45","74XXX","2901","0.1290322542","2353","297.4925537","1317.467041","18.08304288","59.89219848"
"74011","45","74XXX","727","","590","","1016.949158","17.96635477","59.87174772"
"74012","45","74XXX","1664","0.150000006","1376","436.0465088","1453.488403","18.30417364","59.94773109"
"74020","45","74XXX","3287","0.08620689809","2558","390.9304199","2267.396484","17.34130813","59.8507134"
"74045","45","74XXX","2117","0.125","1795","167.1309204","1337.047363","16.92600643","60.16589491"
"74046","45","74XXX","3057","0.06382978708","2547","274.8331299","1845.308228","17.19318811","60.20963638"
"74047","45","74XXX","1441","0.05555555597","1196","250.8361206","1505.016724","17.20174179","60.08593671"
"74130","45","74XXX","832","0.1818181872","684.999939","583.9416504","1605.8396","17.78136519","59.72350065"
"74131","45","74XXX","1128","0.1052631587","840","476.1904907","2261.904785","17.76793632","59.72481322"
"74139","45","74XXX","569","0.2352941185","522","957.8544312","3256.705078","17.78794771","59.72929068"
"74140","45","74XXX","720","","618","","1294.498413","17.79047389","59.72444803"
"74141","45","74XXX","1379","0.1290322542","1057","473.0368958","2932.828857","17.78842418","59.73321831"
"74142","45","74XXX","2091","0.3947368562","1582.000122","1264.222412","2402.022461","17.80651787","59.73169035"
"74143","45","74XXX","1251","0.349999994","1009.000061","891.972168","1982.1604","17.79750397","59.72101846"
"74144","45","74XXX","463","","357","","1400.560181","17.81070926","59.71896969"
"74145","45","74XXX","1256","0.2105263174","795","754.71698","2389.937012","17.78672458","59.74920996"
"74146","45","74XXX","1539","0.277777791","1020","1078.431396","1764.705933","17.78129367","59.75515922"
"74147","45","74XXX","1239","0.1578947306","810","740.7407227","2345.678955","17.77407803","59.76056245"
"74171","45","74XXX","3","","3","","","17.80284724","59.74367002"
"74190","45","74XXX","653","0.4166666567","530","943.3962402","2264.150879","17.82724381","59.71015314"
"74191","45","74XXX","1007","0.06666667014","794","125.9445877","1889.168823","17.70766135","59.70179218"
"74192","45","74XXX","1525","0.06666667014","1132","441.696106","2650.176758","17.74160712","59.74819281"
"74193","45","74XXX","603","","480.0000305","","1874.999878","17.86194472","59.79362502"
"74194","45","74XXX","709","0.2222222239","558","1254.480347","3225.806396","17.89722024","59.75721866"
"74195","45","74XXX","1123","0.1428571492","933","321.543396","1500.535889","18.01979215","59.76282003"
"74231","45","74XXX","958","0.1538461596","914","656.4551392","2844.638916","18.37878711","60.26207654"
"74232","45","74XXX","694","0.2352941185","571","700.5253906","2977.23291","18.3691663","60.25306505"
"74233","45","74XXX","439","","377","","795.7559814","18.36798239","60.26550189"
"74234","45","74XXX","1041","0.1333333403","847","236.1275024","1770.956299","18.35446665","60.25558102"
"74235","45","74XXX","779","","620","","1290.322632","18.35632948","60.26472666"
"74236","45","74XXX","815","0","668","0","1796.407227","18.38931441","60.25185101"
"74241","45","74XXX","635","0.1818181872","515","582.524292","2135.922363","18.45257382","60.33643833"
"74242","45","74XXX","595","0","572","0","2272.727295","18.4339606","60.33942455"
"74243","45","74XXX","460","0.1818181872","364","1098.901123","3021.978027","18.42805019","60.32531489"
"74250","45","74XXX","309","","266","","1127.81958","18.46426408","60.16810734"
"74291","45","74XXX","664","0.1333333403","558","358.4229431","2688.172119","18.54962501","60.22696137"
"74292","45","74XXX","774","0","684","0","1608.187134","18.30502489","60.24617003"
"74293","45","74XXX","751","0.09090909362","639","469.4835815","1721.439697","18.34896799","60.32002254"
"74294","45","74XXX","412","","370","","1081.081055","18.18673353","60.36700939"
"74295","45","74XXX","276","","249.9999847","","800.000061","18.39584904","60.13878943"
"74296","45","74XXX","143","","129","","","18.64722535","60.31002277"
"74297","45","74XXX","522","","486","","1234.567871","18.45240579","60.44350103"
"74330","45","74XXX","1113","0.1578947306","836","837.3205566","2272.727295","17.70310972","59.96459811"
"74332","45","74XXX","593","0.1000000015","436","229.3578033","2293.577881","17.68730678","59.95856538"
"74334","45","74XXX","1091","0.03571428731","804","621.890564","3482.587158","17.69970526","59.95626225"
"74335","45","74XXX","1793","0.1282051355","1275","1098.039185","3058.823486","17.69114024","59.95077016"
"74340","45","74XXX","1374","0.1428571492","1072","466.4179077","2611.940186","17.72587536","59.95169404"
"74341","45","74XXX","371","0","227","0","4405.286133","17.70310845","59.94783522"
"74345","45","74XXX","821","0.2666666806","558","716.8458862","2688.172119","17.68047878","59.9419251"
"74350","45","74XXX","1420","0.1199999973","1104","271.7391357","2264.492676","17.73287002","60.01675432"
"74361","45","74XXX","683","","555","","1261.26123","17.56009318","60.03688666"
"74362","45","74XXX","670","0","521","191.9385834","2687.140137","17.54833529","60.03699098"
"74363","45","74XXX","1114","0.3571428657","868","691.2442627","1612.903198","17.53118723","60.02749108"
"74364","45","74XXX","1065","0.3333333433","794","881.6120605","2644.836182","17.56075334","60.02567003"
"74371","45","74XXX","1225","0.1851851791","977.000061","921.1872559","2763.561768","17.42146296","60.06592631"
"74372","45","74XXX","653","0.400000006","531","1506.591309","2824.858643","17.50126933","60.11988054"
"74373","45","74XXX","579","0","469","0","2558.635498","17.64047873","60.08959066"
"74374","45","74XXX","684","","505","","1782.178223","17.58785435","60.02175281"
"74381","45","74XXX","1592","0.04545454681","1203","581.8786621","1828.761475","17.52214447","59.959003"
"74382","45","74XXX","1270","0.2399999946","977.000061","921.1872559","2558.853516","17.53053137","59.96080848"
"74386","45","74XXX","1351","0.2631579041","1077","649.9535522","1764.159668","17.40800022","59.96178137"
"74387","45","74XXX","459","0","401","0","2493.765625","17.30467462","60.02495695"
"74391","45","74XXX","1244","0.227272734","955","628.2722778","2303.665039","17.67303872","59.97638698"
"74392","45","74XXX","206","","181","","2209.944824","17.74803149","60.02666867"
"74393","45","74XXX","679","0.200000003","555","360.3603516","1801.801758","17.668776","60.03672371"
"74394","45","74XXX","1008","0.200000003","817","244.7980347","1223.990234","17.77819989","60.10214129"
"74431","45","74XXX","2043","0.07692307979","1689","118.4132614","1539.372437","16.85699608","59.93164798"
"74432","45","74XXX","771","","645","","1240.310059","16.86249402","59.95113765"
"74450","45","74XXX","775","0","670","0","1641.791016","16.98106527","59.93473483"
"74451","45","74XXX","778","","623","","802.5682373","16.95974838","59.93171581"
"74491","45","74XXX","900","0","747.000061","0","2008.031982","16.89512873","59.95962927"
"74492","45","74XXX","455","","397","","503.7783508","16.99960211","60.04025316"
"74493","45","74XXX","486","","432","","1157.407349","16.78924741","60.06109378"
