"postnummer","week","postnummer_first_2","population","positivity_1w","adult_pop","cases_per_capita_2w5","test_per_capita_1w5","longitude","latitude"
"74364","26","74XXX","1065","0.1052631587","794","251.8891754","2392.947021","17.56075334","60.02567003"
"74371","26","74XXX","1225","","977.000061","","614.1248169","17.42146296","60.06592631"
"74372","26","74XXX","653","","531","","941.6195679","17.50126933","60.11988054"
"74373","26","74XXX","579","","469","","852.878479","17.64047873","60.08959066"
"74374","26","74XXX","684","","505","","396.0396118","17.58785435","60.02175281"
"74381","26","74XXX","1592","","1203","","748.1296997","17.52214447","59.959003"
"74382","26","74XXX","1270","0.07692307979","977.000061","102.3541412","1330.60376","17.53053137","59.96080848"
"74386","26","74XXX","1351","0.25","1077","278.5515442","1114.206177","17.40800022","59.96178137"
"74387","26","74XXX","459","","401","","1496.259399","17.30467462","60.02495695"
"74391","26","74XXX","1244","","955","","732.984314","17.67303872","59.97638698"
"74392","26","74XXX","206","","181","","2209.944824","17.74803149","60.02666867"
"74393","26","74XXX","679","","555","","540.5405273","17.668776","60.03672371"
"74394","26","74XXX","1008","","817","","489.5960693","17.77819989","60.10214129"
"74431","26","74XXX","2043","0.2222222239","1689","236.8265228","1065.71936","16.85699608","59.93164798"
"74432","26","74XXX","771","","645","","310.0775146","16.86249402","59.95113765"
"74450","26","74XXX","775","","670","","895.5223999","16.98106527","59.93473483"
"74451","26","74XXX","778","","623","","1284.109131","16.95974838","59.93171581"
"74491","26","74XXX","900","","747.000061","","267.7376099","16.89512873","59.95962927"
"74492","26","74XXX","455","","397","","1007.556702","16.99960211","60.04025316"
"74493","26","74XXX","486","","432","","462.9629517","16.78924741","60.06109378"
"74495","26","74XXX","1010","","811","","739.8273926","17.01947031","59.89623544"
"74496","26","74XXX","989","","807.000061","","743.4943848","17.17076814","59.87192425"
"74497","26","74XXX","814","","676","","887.5739746","17.1859356","59.95944386"
"74530","26","74XXX","1528","0.07692307979","1383","72.30657959","939.9855347","17.07606714","59.64005564"
"74531","26","74XXX","1178","","1058","","756.1436768","17.07793732","59.63684673"
"74532","26","74XXX","1510","0.1818181872","1283","155.8846436","857.3655396","17.06942329","59.64486092"
"74533","26","74XXX","1610","0.1538461596","1271","157.3564148","1022.81665","17.07868373","59.65099414"
"74534","26","74XXX","1235","","1103","","725.2946777","17.08486138","59.64367553"
"74536","26","74XXX","1114","0.200000003","956","209.2050171","1046.025146","17.06503518","59.63155003"
"74538","26","74XXX","687","0.1764705926","564","531.914917","3014.184326","17.06357893","59.62265385"
"74539","26","74XXX","510","","409","","1222.493896","17.07274672","59.64942784"
"74560","26","74XXX","877","0.3636363745","707","565.770874","1555.869873","17.05727031","59.64512048"
"74561","26","74XXX","1505","0.1428571492","1019","196.2708588","1373.895996","17.05732196","59.64012461"
"74562","26","74XXX","1562","0.125","1322","151.2859344","1210.287476","17.06368048","59.64168977"
"74563","26","74XXX","1234","","996.999939","","401.2036438","17.05882899","59.63481241"
"74569","26","74XXX","197","","150","","","17.09637832","59.64834347"
"74571","26","74XXX","972","","761","","1182.654419","16.94361391","59.62659032"
"74592","26","74XXX","664","","555","","540.5405273","16.99741194","59.55203029"
"74593","26","74XXX","742","","554","","1444.043335","17.01177107","59.58937362"
"74594","26","74XXX","997","0.1818181872","818","244.4987793","1344.743286","16.95939843","59.63432097"
"74595","26","74XXX","1160","0.1875","971","308.9598389","1647.785767","16.95751002","59.6867745"
"74596","26","74XXX","1135","0.2857142985","938","426.4392395","1492.537354","17.12549706","59.69705048"
"74597","26","74XXX","895","0.3333333433","722","554.0166016","1662.049805","17.18765816","59.58072175"
"74598","26","74XXX","634","","531","","941.6195679","17.13837612","59.55641757"
"74599","26","74XXX","787","","667","","749.6251831","17.3503491","59.48363665"
"74631","26","74XXX","1538","0","1268","0","788.6435547","17.54509872","59.55511311"
"74632","26","74XXX","1509","","1204","","664.4518433","17.52936376","59.56403432"
"74633","26","74XXX","2516","0.07142857462","2180","45.87155914","642.2018433","17.51913184","59.57095004"
"74634","26","74XXX","1166","","959","","208.5505676","17.49739301","59.57789945"
"74635","26","74XXX","994","","775","","774.1935425","17.51075756","59.56576163"
"74636","26","74XXX","884","","749","","801.0681152","17.52075079","59.55748264"
"74637","26","74XXX","1824","","1266","","710.9004517","17.51616179","59.54589119"
"74638","26","74XXX","1030","","799","","1126.407959","17.50394364","59.55877125"
"74639","26","74XXX","1097","","834","","359.7122192","17.49735127","59.56709002"
"74641","26","74XXX","1205","","873.999939","","915.3318481","17.48157238","59.57053916"
"74651","26","74XXX","1278","","1053","","94.96675873","17.5345825","59.57376344"
"74652","26","74XXX","819","","662","","604.2296143","17.50690906","59.58282182"
"74691","26","74XXX","1273","","1015.000061","","295.5664978","17.46322232","59.54351712"
"74692","26","74XXX","270","","216","","462.9629517","17.50269135","59.59515953"
"74693","26","74XXX","1636","","1346","","297.1768188","17.44730116","59.62259794"
"74694","26","74XXX","475","","396.0000305","","505.0504761","17.54312535","59.66088959"
"74695","26","74XXX","1078","","814","","737.100708","17.60704361","59.67900618"
"74696","26","74XXX","1260","","1017","","294.98526","17.58548533","59.71132841"
"74730","26","74XXX","817","","669","","1345.291504","18.09186793","60.06217375"
"74731","26","74XXX","840","","674","","741.8397827","18.08417996","60.07068058"
"74732","26","74XXX","845","","627","","318.9792786","18.07427488","60.07231477"
"74741","26","74XXX","522","","422","","947.8673096","18.18492756","60.16652621"
"74742","26","74XXX","509","","431","","1624.129883","18.19020659","60.17808874"
"74743","26","74XXX","585","","474","","210.970459","18.1780882","60.17268756"
"74744","26","74XXX","616","","521","","191.9385834","18.17486174","60.17889061"
"74791","26","74XXX","1644","0","1330","0","902.2556152","18.06973847","60.08739331"
"74792","26","74XXX","502","","412.9999695","","484.2615356","18.24804152","60.07857884"
"74793","26","74XXX","824","","669","","597.9073486","18.08493681","60.00406492"
"74794","26","74XXX","964","0.3000000119","768","390.625","1302.083374","17.93175735","60.02759546"
"74830","26","74XXX","678","","569","","351.4938354","17.8649387","60.2010601"
"74831","26","74XXX","959","","822","","973.2360229","17.89193144","60.19451359"
"74832","26","74XXX","937","","756","","1058.20105","17.94134236","60.19951162"
"74840","26","74XXX","723","","544","","1286.764648","17.69664724","60.22201497"
"74841","26","74XXX","622","","530","","1698.113159","17.69984139","60.22832825"
"74842","26","74XXX","705","","613","","978.7928467","17.71058538","60.23060966"
"74850","26","74XXX","575","","481.0000305","","831.600769","17.65797684","60.26134032"
"74891","26","74XXX","423","","353","","566.5722656","17.95063856","60.14614304"
"74892","26","74XXX","607","","511","","978.4735718","17.95852608","60.27387821"
"74893","26","74XXX","344","","281","","355.8718872","17.80296063","60.17531577"
"74894","26","74XXX","725","","572","","1223.776245","17.68842283","60.17559663"
"74895","26","74XXX","715","","595","","672.2689209","17.59045081","60.17977949"
"74896","26","74XXX","449","","362","","828.7293091","17.68336211","60.27257736"
"74935","26","74XXX","814","","783","","1149.425293","17.08103087","59.63002224"
"74941","26","74XXX","1367","","1135","","440.5286255","17.10471953","59.64735883"
"74942","26","74XXX","1733","","1342","","670.6408081","17.11449532","59.63772034"
"74943","26","74XXX","122","","110","","","17.10738846","59.63603553"
"74944","26","74XXX","1688","0.2307692319","1277","234.9256134","1018.010986","17.12020028","59.62657756"
"74945","26","74XXX","1819","0.277777791","1440","347.222229","1250","17.10576136","59.62769068"
"74946","26","74XXX","199","","128","","","17.1344251","59.63588506"
"74948","26","74XXX","1564","0.200000003","1165","171.6738129","858.3690796","17.07690274","59.60007735"
"74949","26","74XXX","1325","0","1203","0","831.255188","17.08995464","59.63435796"
"74950","26","74XXX","844","","688","","290.6976624","17.33343017","59.65217037"
"74951","26","74XXX","1562","","1273","","314.2183838","17.29665572","59.60018995"
"74952","26","74XXX","1057","","815","","736.1962891","17.25679504","59.62583714"
"74959","26","74XXX","694","","460","","1304.347778","17.08660786","59.63548511"
"74960","26","74XXX","779","","623","","963.0818481","17.30577091","59.73082954"
"74961","26","74XXX","1157","","860","","581.3953247","17.32080365","59.7407323"
"74962","26","74XXX","980","","826","","605.3269043","17.41190037","59.7045454"
"74963","26","74XXX","1457","0.07692307979","1208","82.78145599","1076.158936","17.24418078","59.75935025"
"74970","26","74XXX","977","","763","","1048.492798","16.9262214","59.77743925"
"74971","26","74XXX","898","","761","","262.8121033","16.87017344","59.79381968"
"74972","26","74XXX","1253","0.1000000015","1029","97.18173218","971.8173218","17.05498388","59.7948285"
"75217","26","75XXX","1293","0.07142857462","1093","91.49131012","1280.878296","17.6235846","59.86765445"
"75218","26","75XXX","657","0.07142857462","563","177.6198883","2486.678467","17.61214097","59.86560427"
"75219","26","75XXX","259","","221","","904.977356","17.60997596","59.86681473"
"75220","26","75XXX","1700","0.1785714328","1346","371.4710388","2080.237793","17.61388349","59.86891333"
"75221","26","75XXX","2249","0.03703703731","1747","57.24098587","1545.506592","17.60512347","59.86635135"
"75222","26","75XXX","284","","254.9999847","","2745.098145","17.62542619","59.8656378"
"75223","26","75XXX","484","","455","","1098.901123","17.62447254","59.8640558"
"75224","26","75XXX","953","0.07142857462","851","117.508812","1645.123413","17.61851958","59.86111218"
"75225","26","75XXX","913","0.1176470593","820.000061","243.90242","2073.170654","17.62653815","59.86415717"
"75226","26","75XXX","936","","861.999939","","1044.083618","17.6217457","59.86329677"
"75227","26","75XXX","784","","700","","1285.714233","17.619772","59.86444915"
"75228","26","75XXX","1111","0.150000006","965.000061","310.8807983","2072.538818","17.59773246","59.87340624"
"75229","26","75XXX","1400","0","1225","0","1469.387695","17.60967314","59.86329577"
"75230","26","75XXX","1186","0.08333333582","1011","98.91197205","1186.943604","17.60229236","59.86188744"
"75231","26","75XXX","1616","0.05263157934","1374","72.78020477","1382.823853","17.60325021","59.85690441"
"75232","26","75XXX","815","","799","","1001.251587","17.61758772","59.85710018"
"75233","26","75XXX","809","0.1666666716","795","251.5723267","1509.43396","17.61935601","59.85588599"
"75234","26","75XXX","1048","0.09090909362","1033","96.80541992","1064.859619","17.61353432","59.85357179"
"75235","26","75XXX","557","","554","","1263.537964","17.6177014","59.85932091"
"75236","26","75XXX","613","","528","","568.1818237","17.62501437","59.84665633"
"75237","26","75XXX","2161","0.2222222239","1922","312.1748047","1404.786621","17.63915859","59.84392244"
"75238","26","75XXX","700","","632","","1265.822754","17.61865544","59.85244122"
"75239","26","75XXX","1784","0.1739130467","1513.000122","264.3753967","1520.158447","17.61600172","59.84563144"
"75240","26","75XXX","1313","0.09090909362","1179","169.6352844","1865.988159","17.61279723","59.84274155"
"75241","26","75XXX","1087","0.125","905","220.9944763","1767.955811","17.60772371","59.84236794"
"75242","26","75XXX","1154","0","1018","0","1080.550049","17.59893634","59.84176134"
"75243","26","75XXX","1077","0.1538461596","941.000061","212.5398407","1381.508911","17.59920267","59.83974091"
"75244","26","75XXX","848","","748","","1203.208496","17.60128038","59.83336577"
"75257","26","75XXX","567","0","518","0","2316.602295","17.63194677","59.83628074"
"75258","26","75XXX","452","","428","","700.9345703","17.60637382","59.83667849"
"75260","26","75XXX","1914","0.08333333582","1524","65.6167984","787.4015503","17.57700235","59.85642908"
"75261","26","75XXX","916","","915.999939","","327.5109253","17.5897143","59.85020337"
"75262","26","75XXX","1107","","1023","","488.7585449","17.59435642","59.84962083"
"75263","26","75XXX","1834","0.137931034","1499","266.844574","1934.623047","17.57702813","59.83422251"
"75264","26","75XXX","1359","0.08333333582","1140","175.4385986","2105.263184","17.60869814","59.8520966"
"75265","26","75XXX","198","","159","","","17.56992465","59.84547921"
"75266","26","75XXX","1144","0.400000006","913","438.1160889","1095.290283","17.56511537","59.85188474"
"75267","26","75XXX","1966","0","1492","0","1072.386108","17.55563286","59.85421055"
"75268","26","75XXX","386","","258","","775.1937866","17.55270083","59.8488704"
"75269","26","75XXX","857","0.4166666567","592","844.5946045","2027.026978","17.55916011","59.8523154"
"75271","26","75XXX","418","","415","","722.8915405","17.60023817","59.85367625"
"75272","26","75XXX","974","0.05882352963","909","110.0110016","1870.187012","17.59001617","59.85160814"
"75273","26","75XXX","1018","0","941","0","1381.509033","17.59111807","59.84784243"
"75308","26","75XXX","963","0.2727272809","800.000061","374.9999695","1374.999878","17.64955605","59.85209854"
"75309","26","75XXX","582","","556","","719.4244385","17.64317631","59.84976196"
"75310","26","75XXX","562","","506","","592.885376","17.63141077","59.85701127"
"75311","26","75XXX","567","","538","","371.7472229","17.63059732","59.86047312"
"75312","26","75XXX","1157","0","1074","0","1675.977661","17.625096","59.85859537"
"75313","26","75XXX","908","0.04761904851","856","116.8224335","2453.270996","17.62256681","59.86043757"
"75314","26","75XXX","841","","807","","867.4101563","17.62706205","59.862056"
"75315","26","75XXX","830","","785","","509.5541382","17.62903267","59.86319514"
"75316","26","75XXX","906","0.4166666567","824","606.7961426","1456.310669","17.63297681","59.86387072"
"75317","26","75XXX","1415","0","1208","0","910.5960083","17.65333284","59.85052606"
"75318","26","75XXX","3162","0.1509433985","2585","309.4777527","2050.290039","17.65729724","59.8473465"
"75319","26","75XXX","842","","789","","887.1989746","17.65012393","59.85627383"
"75320","26","75XXX","1023","0.200000003","917","327.1537476","1635.768799","17.6401453","59.8588156"
"75321","26","75XXX","747","","677","","443.1314697","17.64563092","59.85832256"
"75322","26","75XXX","1121","0","1047","0","1146.131836","17.64318325","59.85505731"
"75323","26","75XXX","54","","54","","","17.67486424","59.8444108"
"75324","26","75XXX","1928","0.1000000015","1607","186.6832581","1866.832642","17.66558696","59.86004373"
"75325","26","75XXX","871","","799.000061","","1001.251465","17.65467145","59.86061877"
"75326","26","75XXX","956","0.1333333403","864","231.4814758","1736.111084","17.65498773","59.8587529"
"75327","26","75XXX","1367","0.07692307979","1265","79.05138397","1027.667969","17.65167391","59.86183456"
"75328","26","75XXX","1478","0.2666666806","1271","314.7128296","1180.173096","17.65754725","59.86548794"
"75329","26","75XXX","2170","0.200000003","1952","204.9180298","1024.59021","17.64591112","59.86513437"
"75330","26","75XXX","1452","0","1335","0","1123.595459","17.64272555","59.86472755"
"75331","26","75XXX","1546","0.1666666716","1437","208.7682648","1252.609619","17.63955129","59.86352306"
"75332","26","75XXX","932","0.1666666716","870","229.8850555","1379.310303","17.63346815","59.86336802"
"75333","26","75XXX","1660","0.1111111119","1453","137.6462555","1238.816284","17.61648818","59.87262115"
"75334","26","75XXX","2177","0.200000003","1822","274.4237061","1372.11853","17.63031723","59.87551847"
"75335","26","75XXX","1641","0.0625","1433","69.78366852","1116.538696","17.62433817","59.87532084"
"75336","26","75XXX","1381","0.1111111119","1249","160.1280975","1441.152954","17.61760311","59.87502727"
"75337","26","75XXX","2023","0.1599999964","1651","242.2774048","1514.233765","17.61001666","59.88217225"
"75340","26","75XXX","355","","298","","2013.422852","17.6505198","59.85758296"
"75341","26","75XXX","706","","685","","875.9124146","17.65915037","59.85096054"
"75342","26","75XXX","435","","398","","1507.53772","17.6511908","59.84753697"
"75418","26","75XXX","1436","0.05263157934","1156","86.50518799","1643.598633","17.63758537","59.87026472"
"75419","26","75XXX","245","","202","","2475.247559","17.63727685","59.87486092"
"75420","26","75XXX","1617","0.05555555597","1331","75.13147736","1352.366699","17.65410721","59.86715261"
"75421","26","75XXX","1753","0.07692307979","1349.999878","74.07408142","962.9630737","17.65044329","59.86910723"
"75422","26","75XXX","2129","0.1666666716","1929","259.2016602","1555.209961","17.64646488","59.87085809"
"75423","26","75XXX","2044","0.2916666567","1793.999878","390.1895447","1337.792725","17.63937243","59.86757436"
"75424","26","75XXX","1521","0.1818181872","1393","143.5750122","789.6625977","17.64470419","59.87364092"
"75425","26","75XXX","764","","703","","995.732605","17.64136698","59.87321099"
"75426","26","75XXX","2264","0.2083333284","1885","265.2519836","1273.209595","17.65287328","59.87773681"
"75427","26","75XXX","1275","0.3636363745","1107","361.3369446","993.6765747","17.64574678","59.87697749"
"75428","26","75XXX","1338","0.25","1127","354.9245911","1419.698364","17.64485241","59.8813391"
"75429","26","75XXX","1882","0.03571428731","1547","64.64124298","1809.954712","17.66000777","59.8751731"
"75430","26","75XXX","2849","0.1111111119","2030","98.52217102","886.6995239","17.65797049","59.87585592"
"75431","26","75XXX","2697","0.1071428582","2271","132.1004028","1232.937012","17.663383","59.87176285"
"75432","26","75XXX","1552","0.08333333582","1421","70.37297821","844.475708","17.66928037","59.87388612"
"75433","26","75XXX","1802","0","1615","0","866.8730469","17.67584743","59.87162011"
"75434","26","75XXX","1971","0","1778","0","787.4015503","17.66810409","59.86808225"
"75435","26","75XXX","1362","0.06666667014","1241","80.58017731","1208.702637","17.67018734","59.86409751"
"75436","26","75XXX","1724","0.2857142985","1506","398.4063721","1394.422363","17.67492974","59.8664986"
"75437","26","75XXX","1921","0.1176470593","1679","119.1185226","1012.507446","17.6786725","59.86096948"
"75439","26","75XXX","1128","0.2307692319","904","331.8583984","1438.053101","17.63943445","59.8842344"
"75440","26","75XXX","1989","0.06666667014","1577.999878","63.37136078","950.5704346","17.63395706","59.89225674"
"75441","26","75XXX","1938","0.125","1669.999878","299.4012146","2395.209717","17.64864215","59.88692584"
"75442","26","75XXX","1471","0.1333333403","1241","161.1603546","1208.702637","17.65512733","59.88787549"
"75443","26","75XXX","439","","260","","1538.461548","17.65281741","59.89291318"
"75444","26","75XXX","1272","0.25","992","403.2257996","1612.903198","17.67898513","59.86982299"
"75445","26","75XXX","805","","666","","600.6005859","17.68272426","59.87883018"
"75446","26","75XXX","1342","0","1221","0","819.0007935","17.68334784","59.86907846"
"75447","26","75XXX","1507","0","1276","0","940.4388428","17.68919821","59.87013381"
"75448","26","75XXX","1743","0","1409","0","1632.363403","17.69188867","59.86422817"
"75449","26","75XXX","1559","0.1666666716","1278","234.7417908","1408.450684","17.69792443","59.86712873"
"75452","26","75XXX","1235","0.1000000015","959.000061","104.2752838","1042.752808","17.70854392","59.86247096"
"75453","26","75XXX","409","","316","","949.3670654","17.70600946","59.85778833"
"75454","26","75XXX","68","","54","","","17.72250485","59.8474593"
"75471","26","75XXX","1873","0.1666666716","1051","190.2949524","1141.769775","17.74448606","59.90777257"
"75550","26","75XXX","1040","","815","","736.1962891","17.58187598","59.95749534"
"75591","26","75XXX","4006","0.08333333582","3031","98.97723389","1187.726807","17.50497866","59.77890813"
"75592","26","75XXX","1861","0.150000006","1512","198.4127045","1322.751343","17.46518253","59.89397349"
"75593","26","75XXX","966","0.07142857462","678","147.49263","2064.896729","17.57859542","59.93957191"
"75594","26","75XXX","2100","0.06896551698","1568.999878","127.4697342","1848.311157","17.68969356","59.90736507"
"75595","26","75XXX","614","0","478","0","2301.255127","17.84191358","60.00946979"
"75596","26","75XXX","2272","0.08695652336","1796","111.3585739","1280.623657","17.8598883","59.93341295"
"75597","26","75XXX","2690","0","2063","0","920.9888306","17.85441501","59.85284522"
"75598","26","75XXX","2021","0.07999999821","1560","128.2051239","1602.564087","17.72393573","59.79535879"
"75642","26","75XXX","304","","275","","727.2727051","17.63931235","59.80806766"
"75643","26","75XXX","1593","0","1323","0","831.4436646","17.65195741","59.83259952"
"75644","26","75XXX","2315","0.09677419066","2005","149.6259308","1546.134644","17.63315491","59.83167512"
"75645","26","75XXX","2255","0","1838","0","1251.360229","17.61766052","59.83059222"
"75646","26","75XXX","2177","0.1923076957","1704.999878","293.2551575","1524.926758","17.61316839","59.82074021"
"75647","26","75XXX","1798","0.05263157934","1414","70.72135925","1343.705811","17.63320023","59.82003215"
"75648","26","75XXX","2605","0.1875","1922","156.0874023","832.4661865","17.62577107","59.81485457"
"75649","26","75XXX","1691","0.1333333403","1332","150.1501465","1126.126099","17.62158712","59.81065107"
"75650","26","75XXX","1558","0.1333333403","1319","151.6300201","1137.22522","17.63067944","59.80891915"
"75651","26","75XXX","1417","","1174","","766.6098633","17.65870148","59.81395271"
"75652","26","75XXX","2317","0.1363636404","1835","163.4877319","1198.910034","17.64722958","59.79810809"
"75653","26","75XXX","2693","0.05555555597","2080","48.07692337","865.3846436","17.64141491","59.78779609"
"75654","26","75XXX","1970","0","1529","0","850.2288818","17.63289803","59.80310695"
"75655","26","75XXX","1757","0","1413.999878","0","990.0991211","17.61801712","59.79793124"
"75656","26","75XXX","825","","684","","1315.789429","17.62120372","59.81853335"
"75657","26","75XXX","1862","0","1343","0","1340.282959","17.6174062","59.81286597"
"75658","26","75XXX","1644","0.1000000015","1271","78.6782074","786.7820435","17.62418718","59.80640709"
"75659","26","75XXX","1095","0.1538461596","750","266.6666565","1733.333374","17.64455523","59.81364491"
"75752","26","75XXX","1362","","969","","825.5933838","17.69073885","59.82390291"
"75754","26","75XXX","1659","0.07142857462","1305","76.6283493","1072.796875","17.69954956","59.80973134"
"75755","26","75XXX","2522","0.3043478131","2042","342.801178","1126.34668","17.70251007","59.8142128"
"75756","26","75XXX","1399","0.08333333582","1108","90.25270844","1083.032471","17.71239587","59.81638229"
"75757","26","75XXX","1590","0.2142857164","1226","244.6982117","1141.924927","17.68836501","59.81707948"
"75758","26","75XXX","1124","0.07142857462","942","106.1571121","1486.199585","17.69281513","59.80558407"
"75759","26","75XXX","254","","185.9999847","","1612.90332","17.68507546","59.80789723"
"81430","26","81XXX","1060","","865","","809.2485352","17.40642085","60.62514475"
"81431","26","81XXX","1201","0","991.999939","0","1108.871094","17.45724267","60.66621409"
"81432","26","81XXX","1084","0.3000000119","889","337.4578247","1124.859375","17.41202959","60.64328607"
"81440","26","81XXX","1273","","1057","","189.2147522","17.40737731","60.61225676"
"81441","26","81XXX","806","0","678","0","1474.92627","17.42965646","60.615139"
"81442","26","81XXX","328","","250.0000153","","799.999939","17.39369895","60.63950054"
"81470","26","81XXX","1450","","1192","","671.1409302","17.47360599","60.56297587"
"81493","26","81XXX","841","","737","","949.7964478","17.55794275","60.62797861"
"81494","26","81XXX","559","","449","","222.7171478","17.37020734","60.56078423"
"81495","26","81XXX","574","","478","","209.2050171","17.46394986","60.50013556"
"81536","26","81XXX","1439","","1108","","631.7689819","17.50593864","60.34243068"
"81537","26","81XXX","559","","442","","904.977356","17.51389009","60.33463485"
"81538","26","81XXX","1295","0","1158","0","1295.336792","17.5098969","60.34500545"
"81540","26","81XXX","556","","462","","865.8008423","17.49971396","60.35273029"
"81541","26","81XXX","554","","478","","627.6150513","17.52609749","60.34445499"
"81544","26","81XXX","758","","623","","1284.109131","17.51361804","60.35806359"
"81545","26","81XXX","915","","751","","399.4673767","17.5337029","60.35318889"
"81569","26","81XXX","662","","524","","1145.038208","17.46485735","60.22671794"
"81575","26","81XXX","867","","728","","412.0879211","17.23450482","60.39912877"
"81576","26","81XXX","895","","705","","141.8439789","17.23840601","60.3862547"
"81591","26","81XXX","1454","","1194","","753.7688599","17.37954231","60.31075005"
"81592","26","81XXX","604","","492","","1219.512207","17.6007301","60.34888973"
"81593","26","81XXX","622","0","503","0","1988.071533","17.36058449","60.42787094"
"81594","26","81XXX","238","","219","","456.6210022","17.5855536","60.4497307"
"81595","26","81XXX","330","","262","","1145.038208","17.42952692","60.20010382"
"81596","26","81XXX","221","","180","","1111.111084","17.56253954","60.40954922"
"81930","26","81XXX","747","","615","","813.0081177","17.75837043","60.47140165"
"81940","26","81XXX","963","","804","","497.5124512","17.63405079","60.53013831"
"81961","26","81XXX","741","","644","","1086.956543","17.75123606","60.44926277"
"81962","26","81XXX","639","","541","","924.2144165","17.61908792","60.53844207"
"81965","26","81XXX","332","","305","","1311.475464","18.06420745","60.48774886"
"81966","26","81XXX","329","","297","","673.4006958","17.92721942","60.38095932"
"73392","26","73XXX","919","","748","","","16.73852648","59.9107811"
"74171","26","74XXX","3","","3","","","17.80284724","59.74367002"
"74233","26","74XXX","439","","377","","","18.36798239","60.26550189"
"74296","26","74XXX","143","","129","","","18.64722535","60.31002277"
"74494","26","74XXX","86","","77","","","16.95273418","59.9331729"
"74537","26","74XXX","22","","19","","","17.08344226","59.65307921"
