country,year,w4_regions,four_income_levels,many_income_levels,gdp_pcap,lex,tfr,pop,u5mr,
Afghanistan,1969,asia,l1,l1,1187,36.69,7.45,10854428,313,
Afghanistan,1970,asia,l1,l1,1183,37.2,7.45,11126123,307.8,
Afghanistan,1971,asia,l1,l1,1100,37.7,7.45,11417825,302.1,
Afghanistan,1972,asia,l1,l1,1054,38.19,7.45,11721940,296.4,
Afghanistan,1973,asia,l1,l1,1146,38.67,7.45,12027822,290.8,
Afghanistan,1974,asia,l1,l1,1179,39.14,7.45,12321541,284.9,
Afghanistan,1975,asia,l1,l1,1211,39.61,7.45,12590286,279.4,
Afghanistan,1976,asia,l1,l1,1241,40.07,7.45,12840299,273.6,
Afghanistan,1977,asia,l1,l1,1128,40.53,7.45,13067538,267.8,
Afghanistan,1978,asia,l1,l1,1189,40.98,7.45,13237734,261.6,
Afghanistan,1979,asia,l1,l1,1165,41.46,7.45,13306695,255.5,
Afghanistan,1980,asia,l1,l1,1168,41.96,7.45,13248370,249.1,
Afghanistan,1981,asia,l1,l1,1295,42.51,7.45,13053954,242.7,
Afghanistan,1982,asia,l1,l1,1414,43.11,7.45,12749645,236.2,
Afghanistan,1983,asia,l1,l1,1467,43.75,7.45,12389269,229.7,
Afghanistan,1984,asia,l1,l1,1443,44.45,7.46,12047115,222.9,
Afghanistan,1985,asia,l1,l1,1397,45.21,7.46,11783050,216,
Afghanistan,1986,asia,l1,l1,1500,46.02,7.46,11601041,209.2,
Afghanistan,1987,asia,l1,l1,1242,46.87,7.46,11502761,202.1,
Afghanistan,1988,asia,l1,l1,1124,47.74,7.46,11540888,195,
Afghanistan,1989,asia,l1,l1,1098,48.62,7.46,11777609,187.8,
Afghanistan,1990,asia,l1,l1,1038,49.5,7.47,12249114,181,
Afghanistan,1991,asia,l1,l1,1032,49.3,7.48,12993657,174.2,
Afghanistan,1992,asia,l1,l1,950,49.4,7.5,13981231,167.8,
Afghanistan,1993,asia,l1,l1,818,49.5,7.54,15095099,162,
Afghanistan,1994,asia,l1,l1,732,48.9,7.57,16172719,156.8,
Afghanistan,1995,asia,l1,l1,881,49.4,7.61,17099541,152.3,
Afghanistan,1996,asia,l1,l1,904,49.7,7.63,17822884,148.6,
Afghanistan,1997,asia,l1,l1,930,49.5,7.64,18381605,145.5,
Afghanistan,1998,asia,l1,l1,956,48.6,7.62,18863999,142.6,
Afghanistan,1999,asia,l1,l1,982,50,7.57,19403676,139.9,
Afghanistan,2000,asia,l1,l1,972,50.1,7.49,20093756,137,
Afghanistan,2001,asia,l1,l1,871,50.4,7.39,20966463,133.8,
Afghanistan,2002,asia,l1,l1,1064,51,7.27,21979923,130.3,
Afghanistan,2003,asia,l1,l1,1099,51.4,7.14,23064851,126.8,
Afghanistan,2004,asia,l1,l1,1062,51.8,6.99,24118979,123.2,
Afghanistan,2005,asia,l1,l1,1136,52,6.83,25070798,119.6,
Afghanistan,2006,asia,l1,l1,1161,52.1,6.65,25893450,116.3,
Afghanistan,2007,asia,l1,l1,1285,52.4,6.46,26616792,113.2,
Afghanistan,2008,asia,l1,l1,1298,52.8,6.25,27294031,110.4,
Afghanistan,2009,asia,l1,l1,1531,53.3,6.04,28004331,107.6,
Afghanistan,2010,asia,l1,l1,1614,53.6,5.82,28803167,105,
Afghanistan,2011,asia,l1,l1,1661,54,5.6,29708599,102.3,
Afghanistan,2012,asia,l1,l1,1839,54.4,5.38,30696958,99.5,
Afghanistan,2013,asia,l1,l1,1814,54.8,5.17,31731688,96.7,
Afghanistan,2014,asia,l1,l1,1780,54.9,4.98,32758020,93.9,
Afghanistan,2015,asia,l1,l1,1748,53.8,4.8,33736494,91.1,
Afghanistan,2016,asia,l1,l1,1740,53.31,4.64,34656032,87.963,
Afghanistan,2017,asia,l1,l1,1798,52.82,4.48,35530081,84.938,
Afghanistan,2018,asia,l1,l1,1867,53.12,4.33,36373176,82.045,
Afghanistan,2019,asia,l1,l1,1947,53.4,4.18,37209007,79.285,
Afghanistan,2020,asia,l1,l1,1971,53.67,4.04,38054941,76.657,
Afghanistan,2021,asia,l1,l1,1996,53.93,3.9,38913707,74.157,
Afghanistan,2022,asia,l1,l1,2024,54.18,3.77,39779095,71.78,
Afghanistan,2023,asia,l1,l1,2055,54.42,3.65,40649204,69.52,
Afghanistan,2024,asia,l1,l1,2090,54.65,3.53,41519986,67.37,
Afghanistan,2025,asia,l1,l1,2129,54.88,3.43,42388400,65.323,
Afghanistan,2026,asia,l1,l1,2171,55.1,3.32,43254446,63.377,
Afghanistan,2027,asia,l1,l1,2216,55.31,3.23,44119315,61.531,
Afghanistan,2028,asia,l1,l1,2264,55.51,3.14,44982317,59.777,
Afghanistan,2029,asia,l1,l1,2313,55.7,3.06,45842659,58.11,
Afghanistan,2030,asia,l1,l1,2364,55.89,2.98,46699545,56.522,
Afghanistan,2031,asia,l1,l1,2416,56.07,2.91,47552324,55.013,
Afghanistan,2032,asia,l1,l1,2469,56.24,2.85,48400329,53.579,
Afghanistan,2033,asia,l1,l1,2524,56.41,2.79,49242776,52.214,
Afghanistan,2034,asia,l1,l1,2580,56.58,2.73,50078786,50.913,
Afghanistan,2035,asia,l2,l2,2637,56.74,2.68,50907550,49.666,
Afghanistan,2036,asia,l2,l2,2695,56.9,2.63,51728328,48.471,
Afghanistan,2037,asia,l2,l2,2755,57.05,2.58,52540360,47.323,
Afghanistan,2038,asia,l2,l2,2816,57.2,2.53,53342664,46.221,
Afghanistan,2039,asia,l2,l2,2878,57.35,2.49,54134238,45.16,
Afghanistan,2040,asia,l2,l2,2942,57.49,2.45,54914122,44.136,
Afghanistan,2041,asia,0,0,0,57.63,2.41,55681683,43.152,
Afghanistan,2042,asia,0,0,0,57.77,2.37,56436296,42.209,
Afghanistan,2043,asia,0,0,0,57.91,2.34,57177142,41.307,
Afghanistan,2044,asia,0,0,0,58.04,2.3,57903378,40.444,
Afghanistan,2045,asia,0,0,0,58.17,2.27,58614315,39.616,
Afghanistan,2046,asia,0,0,0,58.3,2.24,59309352,38.824,
Afghanistan,2047,asia,0,0,0,58.43,2.21,59988191,38.063,
Afghanistan,2048,asia,0,0,0,58.55,2.18,60650823,37.331,
Afghanistan,2049,asia,0,0,0,58.67,2.15,61297440,36.621,
Afghanistan,2050,asia,0,0,0,58.79,2.13,61928118,35.93,
Afghanistan,2051,asia,0,0,0,58.91,2.1,62542629,35.252,
Afghanistan,2052,asia,0,0,0,59.03,2.08,63140612,34.584,
Afghanistan,2053,asia,0,0,0,59.15,2.05,63721905,33.926,
Afghanistan,2054,asia,0,0,0,59.27,2.03,64286388,33.277,
Afghanistan,2055,asia,0,0,0,59.39,2.01,64833869,32.64,
Afghanistan,2056,asia,0,0,0,59.51,1.99,65364208,32.02,
Afghanistan,2057,asia,0,0,0,59.63,1.97,65877123,31.419,
Afghanistan,2058,asia,0,0,0,59.74,1.95,66372235,30.841,
Afghanistan,2059,asia,0,0,0,59.85,1.94,66849094,30.287,
Afghanistan,2060,asia,0,0,0,59.96,1.92,67307303,29.755,
Afghanistan,2061,asia,0,0,0,60.07,1.91,67746600,29.243,
Afghanistan,2062,asia,0,0,0,60.18,1.89,68166836,28.746,
Afghanistan,2063,asia,0,0,0,60.29,1.88,68567901,28.262,
Afghanistan,2064,asia,0,0,0,60.4,1.87,68949732,27.785,
Afghanistan,2065,asia,0,0,0,60.51,1.85,69312240,27.313,
Afghanistan,2066,asia,0,0,0,60.62,1.84,69655300,26.843,
Afghanistan,2067,asia,0,0,0,60.73,1.83,69978689,26.374,
Afghanistan,2068,asia,0,0,0,60.84,1.82,70282194,25.909,
Afghanistan,2069,asia,0,0,0,60.95,1.81,70565547,25.445,
Afghanistan,2070,asia,0,0,0,61.06,1.81,70828562,24.983,
Afghanistan,2071,asia,0,0,0,61.17,1.8,71071244,24.526,
Afghanistan,2072,asia,0,0,0,61.28,1.79,71293579,24.075,
Afghanistan,2073,asia,0,0,0,61.39,1.79,71495235,23.633,
Afghanistan,2074,asia,0,0,0,61.5,1.78,71675834,23.202,
Afghanistan,2075,asia,0,0,0,61.6,1.77,71835187,22.785,
Afghanistan,2076,asia,0,0,0,61.7,1.77,71973309,22.384,
Afghanistan,2077,asia,0,0,0,61.81,1.76,72090564,21.998,
Afghanistan,2078,asia,0,0,0,61.92,1.76,72187611,21.627,
Afghanistan,2079,asia,0,0,0,62.03,1.76,72265313,21.271,
Afghanistan,2080,asia,0,0,0,62.14,1.75,72324435,20.927,
Afghanistan,2081,asia,0,0,0,62.25,1.75,72365474,20.593,
Afghanistan,2082,asia,0,0,0,62.36,1.75,72388742,20.267,
Afghanistan,2083,asia,0,0,0,62.47,1.75,72394688,19.947,
Afghanistan,2084,asia,0,0,0,62.58,1.75,72383708,19.63,
Afghanistan,2085,asia,0,0,0,62.69,1.75,72356276,19.316,
Afghanistan,2086,asia,0,0,0,62.8,1.74,72312905,19.005,
Afghanistan,2087,asia,0,0,0,62.91,1.74,72254237,18.697,
Afghanistan,2088,asia,0,0,0,63.02,1.74,72180933,18.394,
Afghanistan,2089,asia,0,0,0,63.13,1.74,72093731,18.096,
Afghanistan,2090,asia,0,0,0,63.24,1.74,71993320,17.802,
Afghanistan,2091,asia,0,0,0,63.35,1.74,71880385,17.513,
Afghanistan,2092,asia,0,0,0,63.46,1.74,71755556,17.227,
Afghanistan,2093,asia,0,0,0,63.57,1.74,71619483,16.946,
Afghanistan,2094,asia,0,0,0,63.68,1.74,71472775,16.669,
Afghanistan,2095,asia,0,0,0,63.79,1.74,71316116,16.397,
Afghanistan,2096,asia,0,0,0,63.9,1.74,71150213,16.13,
Afghanistan,2097,asia,0,0,0,64.01,1.74,70975797,15.866,
Afghanistan,2098,asia,0,0,0,64.13,1.74,70793669,15.606,
Afghanistan,2099,asia,0,0,0,64.25,1.74,70604652,15.351,
Afghanistan,2100,asia,0,0,0,64.37,1.74,70409629,1.74,
Albania,1800,europe,l1,l1,667,35.4,4.6,410445,375.2,
Albania,1801,europe,l1,l1,667,35.4,4.6,411734,375.2,
Albania,1802,europe,l1,l1,667,35.4,4.6,413026,375.2,
Albania,1803,europe,l1,l1,667,35.4,4.6,414323,375.2,
Albania,1804,europe,l1,l1,667,35.4,4.6,415624,375.2,
Albania,1805,europe,l1,l1,668,35.4,4.6,416929,375.2,
Albania,1806,europe,l1,l1,668,35.4,4.6,418237,375.2,
Albania,1807,europe,l1,l1,668,35.4,4.6,419550,375.2,
Albania,1808,europe,l1,l1,668,35.4,4.6,420868,375.2,
Albania,1809,europe,l1,l1,668,35.4,4.6,422189,375.2,
Albania,1810,europe,l1,l1,668,35.4,4.6,423591,375.2,
Albania,1811,europe,l1,l1,668,35.4,4.6,424949,375.2,
Albania,1812,europe,l1,l1,668,35.4,4.6,426340,375.2,
Albania,1813,europe,l1,l1,668,35.4,4.6,427763,375.2,
Albania,1814,europe,l1,l1,668,35.4,4.6,429220,375.2,
Albania,1815,europe,l1,l1,669,35.4,4.6,430711,375.2,
Albania,1816,europe,l1,l1,669,35.4,4.6,432235,375.2,
Albania,1817,europe,l1,l1,669,35.4,4.6,433792,375.2,
Albania,1818,europe,l1,l1,669,35.4,4.6,435384,375.2,
Albania,1819,europe,l1,l1,669,35.4,4.6,437010,375.2,
Albania,1820,europe,l1,l1,669,35.4,4.6,438671,375.2,
Albania,1821,europe,l1,l1,671,35.4,4.6,440367,375.2,
Albania,1822,europe,l1,l1,672,35.4,4.6,442097,375.2,
Albania,1823,europe,l1,l1,674,35.4,4.6,443863,375.2,
Albania,1824,europe,l1,l1,675,35.4,4.6,445665,375.2,
Albania,1825,europe,l1,l1,677,35.4,4.6,447502,375.2,
Albania,1826,europe,l1,l1,678,35.4,4.6,449375,375.2,
Albania,1827,europe,l1,l1,680,35.4,4.6,451285,375.2,
Albania,1828,europe,l1,l1,681,35.4,4.6,453231,375.2,
Albania,1829,europe,l1,l1,683,35.4,4.6,455214,375.2,
Albania,1830,europe,l1,l1,684,35.4,4.6,457234,375.2,
Albania,1831,europe,l1,l1,686,35.4,4.6,459291,375.2,
Albania,1832,europe,l1,l1,688,35.4,4.6,461357,375.2,
Albania,1833,europe,l1,l1,689,35.4,4.6,463433,375.2,
Albania,1834,europe,l1,l1,691,35.4,4.6,465518,375.2,
Albania,1835,europe,l1,l1,692,35.4,4.6,467613,375.2,
Albania,1836,europe,l1,l1,694,35.4,4.6,469716,375.2,
Albania,1837,europe,l1,l1,695,35.4,4.6,471830,375.2,
Albania,1838,europe,l1,l1,697,35.4,4.6,473953,375.2,
Albania,1839,europe,l1,l1,699,35.4,4.6,476085,375.2,
Albania,1840,europe,l1,l1,700,35.4,4.6,478227,375.2,
Albania,1841,europe,l1,l1,702,35.4,4.6,480496,375.2,
Albania,1842,europe,l1,l1,703,35.4,4.6,482893,375.2,
Albania,1843,europe,l1,l1,705,35.4,4.6,485419,375.2,
Albania,1844,europe,l1,l1,707,35.4,4.6,488078,375.2,
Albania,1845,europe,l1,l1,708,35.4,4.6,490869,375.2,
Albania,1846,europe,l1,l1,710,35.4,4.6,493796,375.2,
Albania,1847,europe,l1,l1,711,35.4,4.6,496859,375.2,
Albania,1848,europe,l1,l1,713,35.4,4.6,500062,375.2,
Albania,1849,europe,l1,l1,715,35.4,4.6,503404,375.2,
Albania,1850,europe,l1,l1,716,35.4,4.6,506889,375.2,
Albania,1851,europe,l1,l1,718,35.4,4.6,510780,375.2,
Albania,1852,europe,l1,l1,720,35.4,4.6,514821,375.2,
Albania,1853,europe,l1,l1,721,35.4,4.6,519014,375.2,
Albania,1854,europe,l1,l1,723,35.4,4.6,523361,375.2,
Albania,1855,europe,l1,l1,724,35.4,4.6,527865,375.2,
Albania,1856,europe,l1,l1,726,35.4,4.6,532526,375.2,
Albania,1857,europe,l1,l1,728,35.4,4.6,537348,375.2,
Albania,1858,europe,l1,l1,729,35.4,4.6,542333,375.2,
Albania,1859,europe,l1,l1,731,35.4,4.6,547483,375.2,
Albania,1860,europe,l1,l1,733,35.4,4.6,552800,375.2,
Albania,1861,europe,l1,l1,734,35.4,4.6,558285,375.2,
Albania,1862,europe,l1,l1,736,35.4,4.6,563821,375.2,
Albania,1863,europe,l1,l1,738,35.4,4.6,569410,375.2,
Albania,1864,europe,l1,l1,739,35.4,4.6,575051,375.2,
Albania,1865,europe,l1,l1,741,35.4,4.6,580746,375.2,
Albania,1866,europe,l1,l1,743,35.4,4.6,586494,375.2,
Albania,1867,europe,l1,l1,745,35.4,4.6,592297,375.2,
Albania,1868,europe,l1,l1,746,35.4,4.6,598154,375.2,
Albania,1869,europe,l1,l1,748,35.4,4.6,604067,375.2,
Albania,1870,europe,l1,l1,750,35.4,4.6,610036,375.2,
Albania,1871,europe,l1,l1,761,35.4,4.6,616061,375.2,
Albania,1872,europe,l1,l1,772,35.4,4.6,622143,375.2,
Albania,1873,europe,l1,l1,784,35.4,4.6,628113,375.2,
Albania,1874,europe,l1,l1,795,35.4,4.6,634308,375.2,
Albania,1875,europe,l1,l1,807,35.4,4.6,640561,375.2,
Albania,1876,europe,l1,l1,819,35.4,4.6,646873,375.2,
Albania,1877,europe,l1,l1,831,35.4,4.6,653080,375.2,
Albania,1878,europe,l1,l1,844,35.4,4.6,659507,375.2,
Albania,1879,europe,l1,l1,856,35.4,4.6,665994,375.2,
Albania,1880,europe,l1,l1,869,35.4,4.6,672545,375.2,
